cohort,mode_key,path,training_label,baseline_decision,input_fingerprint,region_id,side,hf_out_top2_ratio,hf_out_total_fraction,hf_out_local_fraction,hf_out_radial_extent,hf_out_harmonic_extent
training,nstxuG121123B12/N7/egn07w.3281E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3281E+02,bad,BAD,ae6476e11997936f65299d530d9051a88c26b3aa73b4122310bad55416fc2be9,2,above_upper,0.07174845506533539,0.028493911484455986,0.41509799684851634,8.325698721061922,9.741663802843153
training,nstxuG121123B12/N7/egn07w.3405E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3405E+02,bad,BAD,e55d3ea136c4f06c3b9922ba6c58cc4016c7d4ad4bee689438e29cded5e84639,3,above_upper,0.07157952921221453,0.03007358317529541,0.49083039187463906,14.024658083038696,11.582487733764344
training,nstxuG121123B12/N7/egn07w.3416E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3416E+02,bad,BAD,aca5beb3578c2f56c6dafaab2c98f254ab56cc840523c5d8e2109dda9c5e3e24,3,above_upper,0.2532275954330709,0.09228182122877114,0.5444040393574543,13.867257704561721,11.278133414410343
training,nstxuG121123B12/N7/egn07w.3476E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3476E+02,bad,BAD,2fcc450dfc70b25c4cfcc0357b0e5180b7ad32b9aef395ea02d32f5019507271,3,above_upper,0.13518010505323272,0.053833545329946345,0.4265045410870587,14.51623325143855,11.277221480731228
training,nstxuG121123B12/N7/egn07w.3488E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3488E+02,bad,BAD,f6b1d919e5fec908b3e1f5c7f32fe250564dcc8aaf653d1ea071a8567c44cdaa,3,above_upper,0.06787665896265305,0.028925304459462474,0.38303250050101273,15.084719349704795,11.889280900042541
training,nstxuG121123B12/N7/egn07w.3496E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3496E+02,bad,BAD,3862ee60d418d84bb3881f62c6d79935155b8919141396a3f22b40683e469df3,3,above_upper,0.07185292183600045,0.03316121985775095,0.4213806634732042,13.608816894204985,11.265776523775743
training,nstxuG121123B12/N7/egn07w.3507E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3507E+02,bad,BAD,4deeaec23c2415dbf3d8c0c0c4da025437b6983abc154a506ccf50360664a464,4,above_upper,0.06922249341266888,0.03568606281046151,0.5131324272447779,12.327651991070093,10.180751171807254
training,nstxuG121123B12/N7/egn07w.3619E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3619E+02,bad,BAD,7ab941c637c9cb5311ee6db0d2b1e784fca61684d3fa0d1d26d8313ab43a9f40,7,above_upper,0.02728627674639966,0.01668319940385254,0.4771464929794899,9.848822476777162,5.681522041261389
training,nstxuG121123B12/N8/egn08w.3246E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.3246E+02,bad,BAD,48acac633acb84534e6600eda7af01a9c9450d2e2fbe0010304b6d373d034c05,2,above_upper,0.05157590212254422,0.026228347450066372,0.38595251289009874,8.498205602658178,8.749515840421381
training,nstxuG121123B12/N8/egn08w.3259E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.3259E+02,bad,BAD,0a7a5548a592561f4e7763315aeb6e454a0b917499ad448860face6c530f4f2e,2,above_upper,0.026175418832272014,0.01491552372724934,0.3987844162462693,8.141518802869317,8.656103000858732
training,nstxuG121123B12/N8/egn08w.3405E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.3405E+02,bad,BAD,fe49a0eb9a5d5a1222e307d40bd37177c596b68f5a7c8835e984c742b3a8ab8b,4,above_upper,0.05412284430123697,0.018828180551035616,0.2664701726266181,14.725364335286226,13.188327291633978
training,nstxuG121123B12/N8/egn08w.3447E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.3447E+02,bad,BAD,eba3ec161fb5e5a24dc86f65a8cd72d08d9619b7c938a35a4ee1b2edd6cc0cdc,3,above_upper,0.06182932383301872,0.02304856058118893,0.43411668862038183,10.395774101857452,9.72351639417394
training,nstxuG121123B12/N8/egn08w.3472E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.3472E+02,bad,BAD,5dd7aa812e37349894d69407e9aaafe69453862534f4958500f4229dcb40ffe4,3,above_upper,0.292479337145245,0.09560190409167699,0.47657696673149585,9.950751433423521,9.491340245284265
training,nstxuG121123B12/N8/egn08w.3500E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.3500E+02,bad,BAD,c4775ec0f76f2bbfed2278e9de28346e2f8f626961fab143062dfa2d1e79d953,5,above_upper,0.07692053889858594,0.03307580961855717,0.3606955276041058,10.190800012971932,8.685542043868331
training,nstxuG121123B12/N8/egn08w.3518E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.3518E+02,bad,BAD,459ee8942e5ad69da806c6672fd324eec277734e0283f2af2b1c385e702619f7,5,above_upper,0.030239766212094524,0.014283471487914048,0.3137294804788003,10.235095179364947,8.70039666492897
training,nstxuG121123B12/N8/egn08w.3614E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.3614E+02,bad,BAD,8a83d91ef65ee67731ce197d59799cca5f3c1d912eb5a13f2af1630f40c7fb4c,7,above_upper,0.18800718723300075,0.07809801934578495,0.6178292575702118,11.505591791809982,9.161626929451572
training,nstxuG121123B12/N9/egn09w.3529E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N9/egn09w.3529E+02,bad,BAD,e113e7b3ac5a42d3b638789826b9a1b835c86ecb536a8b5467e2696db95e6dfc,5,above_upper,0.14649834393613706,0.0615961156984201,0.454255229465451,10.546083187276963,11.026824095294453
training,nstxuG121123B12/N9/egn09w.3777E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N9/egn09w.3777E+02,bad,BAD,9e239e7ea747440f07aa13b5cc3e69036ab3a6b75b442eea2671db2917aed7fe,6,above_upper,0.8292783578381839,0.188320914048552,0.3761152598803051,17.02082460616211,13.801244072871379
training,nstxuG121123B12/N10/egn10w.3429E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N10/egn10w.3429E+02,bad,BAD,145edbbceda2bd73fbd7dc72be0cd2eded9f9bf76572d2c0e78b2c7783c79aec,3,above_upper,0.04884786239490571,0.015491486797713233,0.21855116969138957,9.238433946649224,9.464072950433325
training,nstxuG121123B12/N10/egn10w.3461E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N10/egn10w.3461E+02,bad,BAD,c4313a32564c313e86d9cd8b7f718ed0da9440bb3701f4dd8eea063d563b8762,3,above_upper,0.03440663215114618,0.013037689630169522,0.2756841250287479,8.989538364933713,9.539189525497191
training,nstxuG121123B12/N10/egn10w.3473E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N10/egn10w.3473E+02,bad,BAD,501f712336b21dc2998dd85c94d688654889f9abaa137d2c29b60fe9e1e2987d,3,above_upper,0.06492844195486198,0.021184523845157,0.3073646784640425,9.318940315504221,9.817745135149428
training,nstxuG142301W29/N8/egn08w.2252E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301W29/N8/egn08w.2252E+02,bad,BAD,20f4bbf6b34ce9f813655eafb874687f93ed1a48e52a4e6ff2cfd76fae929688,1,above_upper,1.0628363027276044,0.13612704623662822,0.2515167857308599,17.848319898541416,16.27547096452501
training,nstxuG142301W29/N10/egn10w.1779E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301W29/N10/egn10w.1779E+02,bad,BAD,3814aa75da4b28601a250485e03fca28d2cf616646fff073d9b809c2e86097ac,2,above_upper,0.029915119418158227,0.024997695989077442,0.2556177614091292,21.582971398133107,35.23829141545458
training,nstx_120113/N10/egn10w.5561E+02,/p/hym/ebelova/NOVA/data_mixed/nstx_120113/N10/egn10w.5561E+02,bad,BAD,a6ffa6e89882d03b75bef4cc13716753a2ae5636415ba686be835673b7e087af,0,above_upper,0.016996012134728525,0.0028704657975416976,0.5682296162447527,15.444390849028077,1.9195704923073302
training,nstx_135388/N7/egn07w.1218E+03,/p/hym/ebelova/NOVA/data_mixed/nstx_135388/N7/egn07w.1218E+03,bad,BAD,8c696addaec28bc95c48e92c34e8a1d08b6d2f17b75a36b38a8a437f0e0024f6,7,above_upper,1.5521153043976237,0.23375026348459255,0.405874599525982,12.169163804304905,10.106240208846431
training,nstx_135388/N7/egn07w.4124E+02,/p/hym/ebelova/NOVA/data_mixed/nstx_135388/N7/egn07w.4124E+02,bad,BAD,db0fb29cd483f5fa71f4ce8745d6d56f8afd49948d2c11d34b4581bd71c87e4e,0,above_upper,0.19871045261069353,0.0928724082893091,0.23584159706011862,11.868483030879611,2.24854821962372
training,nstx_135388/N7/egn07w.4463E+02,/p/hym/ebelova/NOVA/data_mixed/nstx_135388/N7/egn07w.4463E+02,bad,BAD,acd424ba762a0bfb9c3f1da33ec51da692ab09d3d0a9df9ff1cf2c7a430abffd,0,above_upper,0.01780809956059344,0.003974523211924285,0.7051908850151662,16.023313979566183,2.1324775402799294
training,nstx_135388/N8/egn08w.4081E+02,/p/hym/ebelova/NOVA/data_mixed/nstx_135388/N8/egn08w.4081E+02,bad,BAD,039314cee11ef7f4f1111d1bc9228aa5f322cadb89141e85d2f2d95a93bd57ba,0,above_upper,0.236710373631824,0.05912863532926836,0.5128155844567254,11.73982197743174,2.4863958056310005
training,nstx_135388/N9/egn09w.1408E+03,/p/hym/ebelova/NOVA/data_mixed/nstx_135388/N9/egn09w.1408E+03,bad,BAD,5f04ed9dbc08e2d8d1f6465ffdc6e80d844d0c032f5a86ff23c518bf8dab3b5b,0,above_upper,0.14811147799536892,0.09032343599228976,0.38233269638162437,12.237764504098752,2.1217650136063164
training,nstx_135388/N9/egn09w.4060E+02,/p/hym/ebelova/NOVA/data_mixed/nstx_135388/N9/egn09w.4060E+02,bad,BAD,e18f69c3655bd9894bbf8e5f84967a628b0f4194f590bc9ae0241882ca98aa63,0,above_upper,0.3603954485843709,0.2619953956186642,0.3358479751014535,14.325731914059974,2.3921601715404197
training,nstx_135388/N9/egn09w.4641E+02,/p/hym/ebelova/NOVA/data_mixed/nstx_135388/N9/egn09w.4641E+02,bad,BAD,5ca19ab33d376b8e2061f1aacbc0074ae86e51f2c2dd7660493e6e5e5046e261,0,above_upper,0.14370471912322744,0.04248597473866149,0.8123922869136445,12.580768334857432,2.22053486488019
training,nstx_135388/N9/egn09w.5020E+02,/p/hym/ebelova/NOVA/data_mixed/nstx_135388/N9/egn09w.5020E+02,bad,BAD,8c087217855b459036f6b3f2c4340ceefd24821dcfbfbb8272c19b09eecb6b61,0,above_upper,0.8039485008769925,0.333744791427959,0.9413886348191334,11.1390786792576,2.251658429773781
training,nstx_135388/N9/egn09w.5394E+02,/p/hym/ebelova/NOVA/data_mixed/nstx_135388/N9/egn09w.5394E+02,bad,BAD,a81e10fbcddb5ecc2c333a68a76131a6a482ba33777baccc28fbf6b6937524c9,0,above_upper,0.10497440605416013,0.017438585742936233,0.9022326651437121,10.899873725137017,2.166770930913102
training,nstx_135388/N9/egn09w.5860E+02,/p/hym/ebelova/NOVA/data_mixed/nstx_135388/N9/egn09w.5860E+02,bad,BAD,7fbda1f57ef322a3cdcdb0e6bfaf4af7595dbf9d47aafd8dbe7001642ca33c8c,0,above_upper,0.01899174899509963,0.00306635091690984,0.9151942888407478,9.462842912681715,2.0528997345217674
training,nstxuG133964S31/N6/egn06w.1640E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG133964S31/N6/egn06w.1640E+02,bad,BAD,f92266957b22bfb57bc54dfdb37077a7e366ca006fffa2da2f19b190d8b118f0,0,above_upper,0.13038652251459668,0.09827440847588573,0.2174867992514901,9.623497209546592,4.283982768615615
training,nstxuG133964S31/N6/egn06w.1749E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG133964S31/N6/egn06w.1749E+02,bad,BAD,8de33eb5224941b434057b5f6b8569da4fbe866d3d4cfd950219295bdf3c28e6,0,above_upper,0.2919341119460888,0.10747510357956959,0.27900080026637786,16.758655076319858,3.67013848912373
training,nstxuG133964S31/N6/egn06w.1768E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG133964S31/N6/egn06w.1768E+02,bad,BAD,d397edec226068ff061b82765fb34b610be77f70d143b2caade82c4dc062157e,0,above_upper,0.26758378723345083,0.09552557896012029,0.24799475182091693,15.921465299152793,3.517271505441892
training,nstxuG133964S31/N8/egn08w.1580E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG133964S31/N8/egn08w.1580E+02,bad,BAD,4422d4ed8689c9cd15566e0b92c60a35952559225227ee54e2e864886f6a1994,0,above_upper,0.20002189261505868,0.15096308658254196,0.3161692869037768,8.546079883253647,3.233632897525338
training,nstxuG133964S31/N8/egn08w.1588E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG133964S31/N8/egn08w.1588E+02,bad,BAD,c17021ab8f06c406bf44142f200d8f5f21e1e8a11469b895742fce628a0ea3a3,0,above_upper,0.16094906591673855,0.12614259262349808,0.2524803947929665,10.459259385174368,2.7462833808642966
training,nstxuG133964S31/N8/egn08w.1628E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG133964S31/N8/egn08w.1628E+02,bad,BAD,b7f643dbb86a26731903cdb971d4b7ac767780ee5a5df151f6fd4ad7f01e91c3,0,above_upper,0.14603599158001937,0.111199179579894,0.22282472447884713,13.216666317159966,3.662230951188844
training,nstxuG133964S31/N9/egn09w.1598E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG133964S31/N9/egn09w.1598E+02,bad,BAD,41cf460f44c165458a629813599aeef4e8b085b343b709c32dc8a33c1dbd8c98,0,above_upper,0.21645419157949083,0.13533344893672225,0.23449916071168617,9.071168437831718,3.451841086720003
training,nstxuG133964S31/N9/egn09w.1600E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG133964S31/N9/egn09w.1600E+02,bad,BAD,f1bf773c5605411ae3031350d03b4af7e8c4b775d06339d01daf6d9567dbd3ec,0,above_upper,0.20151237786973375,0.1428366585132479,0.3074738767127322,9.773504993836271,3.327794726418216
training,nstxuG133964S31/N9/egn09w.1611E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG133964S31/N9/egn09w.1611E+02,bad,BAD,d20ea92c54bc6eb7eb87551c5bba9b50207a41e30496197ac3a709eebfcf8062,0,above_upper,0.16000558003864496,0.10460053132639635,0.20855914173423618,9.446405327166824,3.592300224790311
training,nstxuG133964S31/N10/egn10w.1634E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG133964S31/N10/egn10w.1634E+02,bad,BAD,73bed9144e659ecfc85861f4b7f28a0e89c4d4870baca17b446e8c856ebe0981,0,above_upper,0.2895484349665244,0.18553809874017568,0.3125054172665422,14.108106559025176,5.230352887394258
training,nstxuG142301H47/N5/egn05w.1335E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301H47/N5/egn05w.1335E+02,bad,BAD,17d9077d7a07d55f9f7ddacee2f69c84d6298f9ed8b8730df2abb8a4626f4183,1,above_upper,0.02495292130533067,0.02070374221963172,0.578295620124495,8.315809776326176,6.440212744015692
training,nstxuG142301H47/N5/egn05w.1376E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301H47/N5/egn05w.1376E+02,bad,BAD,6aba9ea89e8b7a0b19604072e5e4fee48e0e050f387d11dea6545e235a47d873,1,above_upper,0.13421887000731622,0.08116180535625904,0.5159502229745787,9.90322569454661,7.437492807085366
training,nstxuG142301H47/N5/egn05w.1405E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301H47/N5/egn05w.1405E+02,bad,BAD,9330aecd6d7b459263a8db6767b08d2985818722d47282baf4c3e2727c69c701,1,above_upper,0.11267491253221078,0.07822690511568964,0.41317322773646786,9.319203077428146,8.29114495171673
training,nstxuG142301H47/N7/egn07w.1314E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301H47/N7/egn07w.1314E+02,bad,BAD,028f65b64d17d7abe6bd21b0fb2f83f0c6c94fbb1a91a79ba6e3f0c59de77730,1,above_upper,0.35968433390634874,0.12300062560287271,0.2166848771715395,17.22075297838655,14.118218339699258
training,nstxuG142301H47/N9/egn09w.1308E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301H47/N9/egn09w.1308E+02,bad,BAD,49bd2888a961326d0ff2b59fa7a77016df87eeb93ea3ccd1c761bbfc04de21c4,1,above_upper,1.377816763980291,0.1718322098678096,0.2295642209083047,22.018567178702433,20.84531672483717
training,nstxuG142301H47/N9/egn09w.1503E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301H47/N9/egn09w.1503E+02,bad,BAD,1787036da6858bedc4548bc6ba404c5af15ab65818c42f856e618b4d094eda9c,2,above_upper,1.2223435427724814,0.2116819072475812,0.38580101753632307,12.694844757078444,9.607761409280343
training,nstxuG142301H47/N9/egn09w.1514E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301H47/N9/egn09w.1514E+02,bad,BAD,e5717ea0c51d7979c0b43af6f3e6c66c690fa1012b3512c6ed51b2a8eb4426e2,2,above_upper,1.0887539470879946,0.22054813889632344,0.38108268527380773,10.837742688660187,9.591972906486482
training,nstxuG142301H47/N9/egn09w.1535E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301H47/N9/egn09w.1535E+02,bad,BAD,79de033e8fd2f7d2c2ab6d8318cd80fe474ebde5f8bfb6581f86a6a59e6a16ff,2,above_upper,1.6248459231501282,0.27623438038691706,0.517328843718954,13.502863328101023,9.472129691342282
training,nstxuG142301H47/N10/egn10w.1517E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301H47/N10/egn10w.1517E+02,bad,BAD,90ffbd9830b44794dcee7a0157ad6de49ed3d99198804b570aa4f3e1a4fb4d02,3,above_upper,1.2435994362624545,0.21588720231402575,0.3518717087803989,8.840257603585183,8.058795295105268
training,nstxuG142301Y93/N3/egn03w.1635E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301Y93/N3/egn03w.1635E+02,bad,BAD,2420ceb65ef978a3bd80887393b86c2fd6610e401a0a38a4bcdc0b0ceb16c7c0,0,above_upper,0.40122867006808455,0.23691765144598947,0.34509145964288285,10.158552209894493,3.0705685069969806
training,nstxuG142301Y93/N3/egn03w.1668E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301Y93/N3/egn03w.1668E+02,bad,BAD,7d2a5d228c8a1ec359cd614280a515bffe3c880de1afb4234be72d13fff42fa9,0,above_upper,0.09999439491516551,0.062661972624078,0.24552965206172814,10.527037781675137,3.345490050898101
training,nstxuG142301Y93/N4/egn04w.1590E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301Y93/N4/egn04w.1590E+02,bad,BAD,d2fc79310c99191e2c94456c272c9aabb6152ef3d0e7cfe93c7fb2b2718020b7,0,above_upper,0.15806273843361449,0.11701077522780848,0.2860193445289083,8.892416684263765,3.37659445054388
training,nstxuG142301Y93/N4/egn04w.1706E+02,/p/hym/ebelova/NOVA/data_mixed/nstxuG142301Y93/N4/egn04w.1706E+02,bad,BAD,1ef2b37c7770c705ea2d03da45e9d73715976a567e4204f2af60c879d0419844,0,above_upper,0.1644330601183317,0.12931854299326692,0.36342000889968956,9.571497750023646,3.4491553180238914
