shot,ntor,file_kind,filename,training_relative_path,reference_relative_path,in_training_csv,training_label,status,training_exists,reference_exists,training_size,reference_size,training_mtime_utc,reference_mtime_utc,training_sha256,reference_sha256,mode_shape_training,mode_shape_reference,mode_structure_equal,mode_max_abs_delta,omega_training,omega_reference,omega_relative_change_signed,omega_relative_change_abs,gamma_training,gamma_reference,ntor_training,ntor_reference,comparison_error
nstx_120113,1,mode,egn01w.1807E+02,nstx_120113/N1/egn01w.1807E+02,nstx_120113/N1/egn01w.1807E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.286065+00:00,,ac0940eb8711cc70fde78836cbe7b510ecaba7975c0958b15aa8cff6167976dd,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1833E+02,nstx_120113/N1/egn01w.1833E+02,nstx_120113/N1/egn01w.1833E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.328068+00:00,,0195287459e52f900435283601271b7ad925328a9badc7fff1aae3337cc74c64,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1861E+02,nstx_120113/N1/egn01w.1861E+02,nstx_120113/N1/egn01w.1861E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.283065+00:00,,da5b60366866c652af09d68209e145bb14702c36f8eb3c4c212d22721be727ac,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1888E+02,nstx_120113/N1/egn01w.1888E+02,nstx_120113/N1/egn01w.1888E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.373072+00:00,,08bae63766a0c92621c90f07d7a2a1baa721a897cf0624753e7e1b346744c9a2,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1916E+02,nstx_120113/N1/egn01w.1916E+02,nstx_120113/N1/egn01w.1916E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.300066+00:00,,8f92277894e408eae86637b63bc3dec21ad1136ae0dec97179c997746f7103f1,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1945E+02,nstx_120113/N1/egn01w.1945E+02,nstx_120113/N1/egn01w.1945E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.298066+00:00,,3755906cc5b3a05997da0ea463cfcb40bee455b14f05243e9676494d63d008bd,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1974E+02,nstx_120113/N1/egn01w.1974E+02,nstx_120113/N1/egn01w.1974E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.341069+00:00,,c0673a5d6a8a9fc5f3369b2e18e6557dfa9e18b20997d1f8102be40aeed94c3a,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2003E+02,nstx_120113/N1/egn01w.2003E+02,nstx_120113/N1/egn01w.2003E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.299066+00:00,,01f4960d8dfc147d9540b7cf3e73bfb5df0b1281f660bde193be65074180d56b,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2065E+02,nstx_120113/N1/egn01w.2065E+02,nstx_120113/N1/egn01w.2065E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.315067+00:00,,7475c32f830a17e452fc2da59249d3157ea46557c637ab2c6e63a1e1c5876051,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2096E+02,nstx_120113/N1/egn01w.2096E+02,nstx_120113/N1/egn01w.2096E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.319067+00:00,,d545e7b4d5a5a43a6661263fa9dc60d817baa8acdfdaddf2fd145c522e230191,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2125E+02,nstx_120113/N1/egn01w.2125E+02,nstx_120113/N1/egn01w.2125E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.338069+00:00,,44144c491eae6e3242ab52b0d2bf7d70cf099016c894bfbd6a159b4abdfa2abc,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2163E+02,nstx_120113/N1/egn01w.2163E+02,nstx_120113/N1/egn01w.2163E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.393073+00:00,,bcdc0b51c7c5c8899e63e07ef94bf2ce24738eaf2b942c6c8925b992775b530a,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2196E+02,nstx_120113/N1/egn01w.2196E+02,nstx_120113/N1/egn01w.2196E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.327068+00:00,,5f7c8cc4ab03e82fd085497cb8ca92c4a3c990b7321890c2a28ac9bb66b810e3,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2231E+02,nstx_120113/N1/egn01w.2231E+02,nstx_120113/N1/egn01w.2231E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.413075+00:00,,40cbc027306c3315d704de2a608e5eaf5c20355cdf13e779f232fbb0f3fdc417,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2266E+02,nstx_120113/N1/egn01w.2266E+02,nstx_120113/N1/egn01w.2266E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.303066+00:00,,0819a046e6d38423524046751651763d9f27b43c87efb749f97eb805576c541d,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2340E+02,nstx_120113/N1/egn01w.2340E+02,nstx_120113/N1/egn01w.2340E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.361071+00:00,,44466f8e727f62f33de84c65dfbf76e053e212f241aae392f331e5337f24a966,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2378E+02,nstx_120113/N1/egn01w.2378E+02,nstx_120113/N1/egn01w.2378E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.419075+00:00,,c5eac562e2005843eaaf0e08160aa93336c8d00eb7889899727bf82426fd5a34,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2417E+02,nstx_120113/N1/egn01w.2417E+02,nstx_120113/N1/egn01w.2417E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.313067+00:00,,d105c8f6082b93c6575e58369d569edd7b1d86f901e90878d557126dddf2043e,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2456E+02,nstx_120113/N1/egn01w.2456E+02,nstx_120113/N1/egn01w.2456E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.322068+00:00,,5503a3f8e8d885c8ff987e9133b1596c5538f1066b714ed5596b2563564adab6,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2497E+02,nstx_120113/N1/egn01w.2497E+02,nstx_120113/N1/egn01w.2497E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.352070+00:00,,1584c91319d5b9a7c7fcb493c919c3c7fa3a65fcabd117632931add131c7f948,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2538E+02,nstx_120113/N1/egn01w.2538E+02,nstx_120113/N1/egn01w.2538E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.363071+00:00,,4bf11aaeaeca75fbf1eb6c004a8206208b120e66306f889c37ab1a24b926878f,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2580E+02,nstx_120113/N1/egn01w.2580E+02,nstx_120113/N1/egn01w.2580E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.382072+00:00,,6173e9541fa89766eed53f5d49a00551a5ecfbb6cae03e814041503be49833d0,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2623E+02,nstx_120113/N1/egn01w.2623E+02,nstx_120113/N1/egn01w.2623E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.346070+00:00,,dd63f9f1bdf456d4bb116b62e13554b1c7abdca1246b0bcd495d7bb6103b2046,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2666E+02,nstx_120113/N1/egn01w.2666E+02,nstx_120113/N1/egn01w.2666E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.341069+00:00,,f80ab679a5c1a2554bed6a2a09ec5c96ab4bba7e48267217c338ef58923bd609,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5550E+02,nstx_120113/N1/egn01w.5550E+02,nstx_120113/N1/egn01w.5550E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.345070+00:00,,3ea7594f3c4ab02b94e33529148590dbb63bba11d232d08b064fcbed72527ce2,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5716E+02,nstx_120113/N1/egn01w.5716E+02,nstx_120113/N1/egn01w.5716E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.374072+00:00,,d463e2478cdc770b0cd746bc25903e153ac84b2237eee1b425b7b4f8b6de1165,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5763E+02,nstx_120113/N1/egn01w.5763E+02,nstx_120113/N1/egn01w.5763E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.343069+00:00,,2ec559ad819f710af5aebcfe6029cd62ab692722fa10635e3ed157add0c4186b,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5896E+02,nstx_120113/N1/egn01w.5896E+02,nstx_120113/N1/egn01w.5896E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.402074+00:00,,23e6b9c23e6f650275763d0f88bfb9277e38fc89c7b8ce7b5eb49c72f1ce1dae,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5953E+02,nstx_120113/N1/egn01w.5953E+02,nstx_120113/N1/egn01w.5953E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.359071+00:00,,4063cb5bc228fbe511442efcacaea721074e0696b8ffd7ba02f76f8f5f63f2db,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5982E+02,nstx_120113/N1/egn01w.5982E+02,nstx_120113/N1/egn01w.5982E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.364071+00:00,,b5a3352ac046fb77fbfeaaa2bf4061c3c79689b37ec0dc6e1889a8f9d8037019,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6001E+02,nstx_120113/N1/egn01w.6001E+02,nstx_120113/N1/egn01w.6001E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.377072+00:00,,1b5a7390dc30894c7c678fb3b12c91ba193c8049772ea9c05ccd20da8418a1c7,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6007E+02,nstx_120113/N1/egn01w.6007E+02,nstx_120113/N1/egn01w.6007E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.404074+00:00,,b0546d6e1724c6a7d14b8441048d639b805c112299b6daa2a0c780c0f87071a4,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6042E+02,nstx_120113/N1/egn01w.6042E+02,nstx_120113/N1/egn01w.6042E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.380072+00:00,2026-03-18T21:27:16.033768+00:00,690b5ea99feae064d20b76b76fabdac334bc4645873a7fbfd24aa6006d9ec0f3,690b5ea99feae064d20b76b76fabdac334bc4645873a7fbfd24aa6006d9ec0f3,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6111E+02,nstx_120113/N1/egn01w.6111E+02,nstx_120113/N1/egn01w.6111E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.417075+00:00,2026-03-18T21:28:48.465134+00:00,927dd71510a3ecf284647d94b53323088529b5207662a74978eb21ce50ccccda,927dd71510a3ecf284647d94b53323088529b5207662a74978eb21ce50ccccda,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6209E+02,nstx_120113/N1/egn01w.6209E+02,nstx_120113/N1/egn01w.6209E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.379072+00:00,2026-03-18T21:30:02.936229+00:00,6981324021ab8690d455ddf9232dfebbf2260e4c8eb5d3b0da36ee1488b5fd5c,6981324021ab8690d455ddf9232dfebbf2260e4c8eb5d3b0da36ee1488b5fd5c,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6223E+02,nstx_120113/N1/egn01w.6223E+02,nstx_120113/N1/egn01w.6223E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.389073+00:00,2026-03-18T21:30:12.372368+00:00,fc1cbfa66d89b93412f0b4b7f0daebee5c275ae2d119519e1bd24db598acf78a,fc1cbfa66d89b93412f0b4b7f0daebee5c275ae2d119519e1bd24db598acf78a,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6226E+02,nstx_120113/N1/egn01w.6226E+02,nstx_120113/N1/egn01w.6226E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.413075+00:00,2026-03-18T21:30:21.745507+00:00,3f2e5565e0d02e3b05395c28a46acc58d9c20a6064b7799537aecde3d15cc5e4,3f2e5565e0d02e3b05395c28a46acc58d9c20a6064b7799537aecde3d15cc5e4,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6235E+02,nstx_120113/N1/egn01w.6235E+02,nstx_120113/N1/egn01w.6235E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.405074+00:00,2026-03-18T21:30:31.022644+00:00,9647fa68afa8e052c0e4af1f4c5ba0a0d69d2b7de9bcb4220ac81b1207f50d12,9647fa68afa8e052c0e4af1f4c5ba0a0d69d2b7de9bcb4220ac81b1207f50d12,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6241E+02,nstx_120113/N1/egn01w.6241E+02,nstx_120113/N1/egn01w.6241E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.405074+00:00,2026-03-18T21:30:40.242780+00:00,f39b51445549bf2facdcedc06dbeecfd654fd80c339b22b4e2925e16a9105930,f39b51445549bf2facdcedc06dbeecfd654fd80c339b22b4e2925e16a9105930,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6247E+02,nstx_120113/N1/egn01w.6247E+02,nstx_120113/N1/egn01w.6247E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.418075+00:00,2026-03-18T21:30:58.636053+00:00,b9ef22ab6ac93531b0a85efc2ef5c21722a144e02d89dc593cbdfa7181162dd5,b9ef22ab6ac93531b0a85efc2ef5c21722a144e02d89dc593cbdfa7181162dd5,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6249E+02,nstx_120113/N1/egn01w.6249E+02,nstx_120113/N1/egn01w.6249E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.384073+00:00,2026-03-18T21:31:07.859189+00:00,fbfd24116731d84d6a9d49f91c629a3bbbd544d9ee977a17a575a9d5c9d35a2d,fbfd24116731d84d6a9d49f91c629a3bbbd544d9ee977a17a575a9d5c9d35a2d,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6254E+02,nstx_120113/N1/egn01w.6254E+02,nstx_120113/N1/egn01w.6254E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.425076+00:00,2026-03-18T21:31:17.108325+00:00,321bd5c441fe2088ce1d289e3fb843761eca2847b2d7322693fa2a8e4a28072a,321bd5c441fe2088ce1d289e3fb843761eca2847b2d7322693fa2a8e4a28072a,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6260E+02,nstx_120113/N1/egn01w.6260E+02,nstx_120113/N1/egn01w.6260E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.438077+00:00,2026-03-18T21:31:26.377462+00:00,2b7a0d5fd78d49168cb7a69778afa1ff11050ab1d4532e28eca9c958d18245b0,2b7a0d5fd78d49168cb7a69778afa1ff11050ab1d4532e28eca9c958d18245b0,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6261E+02,nstx_120113/N1/egn01w.6261E+02,nstx_120113/N1/egn01w.6261E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.405074+00:00,2026-03-18T21:31:35.573598+00:00,29bc59e6ac6d3324cb78a1a529e404409e7c354920f448eb96a09bb080d0e242,29bc59e6ac6d3324cb78a1a529e404409e7c354920f448eb96a09bb080d0e242,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6266E+02,nstx_120113/N1/egn01w.6266E+02,nstx_120113/N1/egn01w.6266E+02,true,bad,identical,true,true,62744,62744,2026-05-12T18:37:22.419075+00:00,2026-03-18T21:31:44.774734+00:00,d86be2c430742f843327553239be63b34c45b2475dd2ec0f6baa7e9d5fdc00ba,d86be2c430742f843327553239be63b34c45b2475dd2ec0f6baa7e9d5fdc00ba,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6274E+02,nstx_120113/N1/egn01w.6274E+02,nstx_120113/N1/egn01w.6274E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.420075+00:00,2026-03-18T21:31:53.932869+00:00,7825ab493538b509dc04dabb8b4e629beeb2a4a920f738309ae1e62fda55d47b,7825ab493538b509dc04dabb8b4e629beeb2a4a920f738309ae1e62fda55d47b,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6331E+02,nstx_120113/N1/egn01w.6331E+02,nstx_120113/N1/egn01w.6331E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.437077+00:00,2026-03-18T21:32:59.873842+00:00,e4ab053b28b7d4bb7c0c2963de713c33e876e1c45169ebdedf22b81f9c8fbe2f,e4ab053b28b7d4bb7c0c2963de713c33e876e1c45169ebdedf22b81f9c8fbe2f,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6369E+02,nstx_120113/N1/egn01w.6369E+02,nstx_120113/N1/egn01w.6369E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.420075+00:00,2026-03-18T21:33:42.789475+00:00,2f56b421cafcbe0c8d3fc0a9079d5b5ebdc564b75754e65dd4889b098d418c82,2f56b421cafcbe0c8d3fc0a9079d5b5ebdc564b75754e65dd4889b098d418c82,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6392E+02,nstx_120113/N1/egn01w.6392E+02,nstx_120113/N1/egn01w.6392E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.455078+00:00,2026-03-18T21:34:27.395130+00:00,c1e899be6d30548846b65330ce27372486fec560f1cdd9fa538dd7fc3ff2a694,c1e899be6d30548846b65330ce27372486fec560f1cdd9fa538dd7fc3ff2a694,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6394E+02,nstx_120113/N1/egn01w.6394E+02,nstx_120113/N1/egn01w.6394E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.422076+00:00,2026-03-18T21:34:55.360543+00:00,958f121c0b0cde7cb987c5510eadaa4d62e078e896141a98e15f361c943f6637,958f121c0b0cde7cb987c5510eadaa4d62e078e896141a98e15f361c943f6637,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6401E+02,nstx_120113/N1/egn01w.6401E+02,nstx_120113/N1/egn01w.6401E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.461079+00:00,2026-03-18T21:35:09.591752+00:00,a5542dd74accb705f05d40205fa0209a82eb613796ba3825a205966b3505ff21,a5542dd74accb705f05d40205fa0209a82eb613796ba3825a205966b3505ff21,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6402E+02,nstx_120113/N1/egn01w.6402E+02,nstx_120113/N1/egn01w.6402E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.462079+00:00,2026-03-18T21:35:23.723958+00:00,705225e52de6cd32b87024c35c1527cfb73cc5a41be3bce59394ceacdcc97335,705225e52de6cd32b87024c35c1527cfb73cc5a41be3bce59394ceacdcc97335,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6406E+02,nstx_120113/N1/egn01w.6406E+02,nstx_120113/N1/egn01w.6406E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.466079+00:00,2026-03-18T21:35:38.272172+00:00,f2bd344ac712b2e38b83f707f9630ca2428e32e7db7be85095a00de9441fff4c,f2bd344ac712b2e38b83f707f9630ca2428e32e7db7be85095a00de9441fff4c,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6452E+02,nstx_120113/N1/egn01w.6452E+02,nstx_120113/N1/egn01w.6452E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.465079+00:00,2026-03-18T21:37:47.935060+00:00,62e12354d2bb61855ff24b0cdd6c1de900618a29ebaf9a4e256f92834e2586ca,62e12354d2bb61855ff24b0cdd6c1de900618a29ebaf9a4e256f92834e2586ca,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6459E+02,nstx_120113/N1/egn01w.6459E+02,nstx_120113/N1/egn01w.6459E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.476080+00:00,2026-03-18T21:38:02.590257+00:00,ffe61e2a8b27720573d09cb3b0e6a8bc479ce8e8a0ad00bded05c6eba13a702b,ffe61e2a8b27720573d09cb3b0e6a8bc479ce8e8a0ad00bded05c6eba13a702b,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6463E+02,nstx_120113/N1/egn01w.6463E+02,nstx_120113/N1/egn01w.6463E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.469079+00:00,2026-03-18T21:38:16.878464+00:00,019bbd2a680e1172aa21f9b92d154c4a9a96931c541e30a7913814cbd4b96d56,019bbd2a680e1172aa21f9b92d154c4a9a96931c541e30a7913814cbd4b96d56,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6467E+02,nstx_120113/N1/egn01w.6467E+02,nstx_120113/N1/egn01w.6467E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.439077+00:00,2026-03-18T21:38:31.526673+00:00,0d019e441f3fd222919f8eb6dae0e15f10c36a4ca57efcd41b5fd94d8a4aeefc,0d019e441f3fd222919f8eb6dae0e15f10c36a4ca57efcd41b5fd94d8a4aeefc,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6470E+02,nstx_120113/N1/egn01w.6470E+02,nstx_120113/N1/egn01w.6470E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.460078+00:00,2026-03-18T21:38:46.237884+00:00,ac2b878aa9d4ba6f62f5e42678f161ada6f1cc0bfe16639e6945920d332793ee,ac2b878aa9d4ba6f62f5e42678f161ada6f1cc0bfe16639e6945920d332793ee,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6473E+02,nstx_120113/N1/egn01w.6473E+02,nstx_120113/N1/egn01w.6473E+02,false,,identical,true,true,62744,62744,2026-05-12T18:37:22.442077+00:00,2026-03-18T21:39:00.518133+00:00,c8ca34bff58fc52499013d329f9092d01bdbac7490b0d5effab371949ab1abcc,c8ca34bff58fc52499013d329f9092d01bdbac7490b0d5effab371949ab1abcc,,,,,,,,,,,,,
