shot,ntor,file_kind,filename,training_relative_path,reference_relative_path,in_training_csv,training_label,status,training_exists,reference_exists,training_size,reference_size,training_mtime_utc,reference_mtime_utc,training_sha256,reference_sha256,mode_shape_training,mode_shape_reference,mode_structure_equal,mode_max_abs_delta,omega_training,omega_reference,omega_relative_change_signed,omega_relative_change_abs,gamma_training,gamma_reference,ntor_training,ntor_reference,comparison_error
nstx_120113,1,mode,egn01w.1807E+02,nstx_120113/N1/egn01w.1807E+02,nstx_120113/N1/egn01w.1807E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.286065+00:00,,ac0940eb8711cc70fde78836cbe7b510ecaba7975c0958b15aa8cff6167976dd,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1833E+02,nstx_120113/N1/egn01w.1833E+02,nstx_120113/N1/egn01w.1833E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.328068+00:00,,0195287459e52f900435283601271b7ad925328a9badc7fff1aae3337cc74c64,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1861E+02,nstx_120113/N1/egn01w.1861E+02,nstx_120113/N1/egn01w.1861E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.283065+00:00,,da5b60366866c652af09d68209e145bb14702c36f8eb3c4c212d22721be727ac,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1888E+02,nstx_120113/N1/egn01w.1888E+02,nstx_120113/N1/egn01w.1888E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.373072+00:00,,08bae63766a0c92621c90f07d7a2a1baa721a897cf0624753e7e1b346744c9a2,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1916E+02,nstx_120113/N1/egn01w.1916E+02,nstx_120113/N1/egn01w.1916E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.300066+00:00,,8f92277894e408eae86637b63bc3dec21ad1136ae0dec97179c997746f7103f1,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1945E+02,nstx_120113/N1/egn01w.1945E+02,nstx_120113/N1/egn01w.1945E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.298066+00:00,,3755906cc5b3a05997da0ea463cfcb40bee455b14f05243e9676494d63d008bd,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.1974E+02,nstx_120113/N1/egn01w.1974E+02,nstx_120113/N1/egn01w.1974E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.341069+00:00,,c0673a5d6a8a9fc5f3369b2e18e6557dfa9e18b20997d1f8102be40aeed94c3a,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2003E+02,nstx_120113/N1/egn01w.2003E+02,nstx_120113/N1/egn01w.2003E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.299066+00:00,,01f4960d8dfc147d9540b7cf3e73bfb5df0b1281f660bde193be65074180d56b,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2065E+02,nstx_120113/N1/egn01w.2065E+02,nstx_120113/N1/egn01w.2065E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.315067+00:00,,7475c32f830a17e452fc2da59249d3157ea46557c637ab2c6e63a1e1c5876051,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2096E+02,nstx_120113/N1/egn01w.2096E+02,nstx_120113/N1/egn01w.2096E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.319067+00:00,,d545e7b4d5a5a43a6661263fa9dc60d817baa8acdfdaddf2fd145c522e230191,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2125E+02,nstx_120113/N1/egn01w.2125E+02,nstx_120113/N1/egn01w.2125E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.338069+00:00,,44144c491eae6e3242ab52b0d2bf7d70cf099016c894bfbd6a159b4abdfa2abc,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2163E+02,nstx_120113/N1/egn01w.2163E+02,nstx_120113/N1/egn01w.2163E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.393073+00:00,,bcdc0b51c7c5c8899e63e07ef94bf2ce24738eaf2b942c6c8925b992775b530a,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2196E+02,nstx_120113/N1/egn01w.2196E+02,nstx_120113/N1/egn01w.2196E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.327068+00:00,,5f7c8cc4ab03e82fd085497cb8ca92c4a3c990b7321890c2a28ac9bb66b810e3,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2231E+02,nstx_120113/N1/egn01w.2231E+02,nstx_120113/N1/egn01w.2231E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.413075+00:00,,40cbc027306c3315d704de2a608e5eaf5c20355cdf13e779f232fbb0f3fdc417,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2266E+02,nstx_120113/N1/egn01w.2266E+02,nstx_120113/N1/egn01w.2266E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.303066+00:00,,0819a046e6d38423524046751651763d9f27b43c87efb749f97eb805576c541d,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2340E+02,nstx_120113/N1/egn01w.2340E+02,nstx_120113/N1/egn01w.2340E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.361071+00:00,,44466f8e727f62f33de84c65dfbf76e053e212f241aae392f331e5337f24a966,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2378E+02,nstx_120113/N1/egn01w.2378E+02,nstx_120113/N1/egn01w.2378E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.419075+00:00,,c5eac562e2005843eaaf0e08160aa93336c8d00eb7889899727bf82426fd5a34,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2417E+02,nstx_120113/N1/egn01w.2417E+02,nstx_120113/N1/egn01w.2417E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.313067+00:00,,d105c8f6082b93c6575e58369d569edd7b1d86f901e90878d557126dddf2043e,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2456E+02,nstx_120113/N1/egn01w.2456E+02,nstx_120113/N1/egn01w.2456E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.322068+00:00,,5503a3f8e8d885c8ff987e9133b1596c5538f1066b714ed5596b2563564adab6,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2497E+02,nstx_120113/N1/egn01w.2497E+02,nstx_120113/N1/egn01w.2497E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.352070+00:00,,1584c91319d5b9a7c7fcb493c919c3c7fa3a65fcabd117632931add131c7f948,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2538E+02,nstx_120113/N1/egn01w.2538E+02,nstx_120113/N1/egn01w.2538E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.363071+00:00,,4bf11aaeaeca75fbf1eb6c004a8206208b120e66306f889c37ab1a24b926878f,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2580E+02,nstx_120113/N1/egn01w.2580E+02,nstx_120113/N1/egn01w.2580E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.382072+00:00,,6173e9541fa89766eed53f5d49a00551a5ecfbb6cae03e814041503be49833d0,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2623E+02,nstx_120113/N1/egn01w.2623E+02,nstx_120113/N1/egn01w.2623E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.346070+00:00,,dd63f9f1bdf456d4bb116b62e13554b1c7abdca1246b0bcd495d7bb6103b2046,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.2666E+02,nstx_120113/N1/egn01w.2666E+02,nstx_120113/N1/egn01w.2666E+02,true,bad,training_only,true,false,62744,,2026-05-12T18:37:22.341069+00:00,,f80ab679a5c1a2554bed6a2a09ec5c96ab4bba7e48267217c338ef58923bd609,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5550E+02,nstx_120113/N1/egn01w.5550E+02,nstx_120113/N1/egn01w.5550E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.345070+00:00,,3ea7594f3c4ab02b94e33529148590dbb63bba11d232d08b064fcbed72527ce2,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5716E+02,nstx_120113/N1/egn01w.5716E+02,nstx_120113/N1/egn01w.5716E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.374072+00:00,,d463e2478cdc770b0cd746bc25903e153ac84b2237eee1b425b7b4f8b6de1165,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5763E+02,nstx_120113/N1/egn01w.5763E+02,nstx_120113/N1/egn01w.5763E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.343069+00:00,,2ec559ad819f710af5aebcfe6029cd62ab692722fa10635e3ed157add0c4186b,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5896E+02,nstx_120113/N1/egn01w.5896E+02,nstx_120113/N1/egn01w.5896E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.402074+00:00,,23e6b9c23e6f650275763d0f88bfb9277e38fc89c7b8ce7b5eb49c72f1ce1dae,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5953E+02,nstx_120113/N1/egn01w.5953E+02,nstx_120113/N1/egn01w.5953E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.359071+00:00,,4063cb5bc228fbe511442efcacaea721074e0696b8ffd7ba02f76f8f5f63f2db,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.5982E+02,nstx_120113/N1/egn01w.5982E+02,nstx_120113/N1/egn01w.5982E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.364071+00:00,,b5a3352ac046fb77fbfeaaa2bf4061c3c79689b37ec0dc6e1889a8f9d8037019,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6001E+02,nstx_120113/N1/egn01w.6001E+02,nstx_120113/N1/egn01w.6001E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.377072+00:00,,1b5a7390dc30894c7c678fb3b12c91ba193c8049772ea9c05ccd20da8418a1c7,,,,,,,,,,,,,,
nstx_120113,1,mode,egn01w.6007E+02,nstx_120113/N1/egn01w.6007E+02,nstx_120113/N1/egn01w.6007E+02,false,,training_only,true,false,62744,,2026-05-12T18:37:22.404074+00:00,,b0546d6e1724c6a7d14b8441048d639b805c112299b6daa2a0c780c0f87071a4,,,,,,,,,,,,,,
nstx_120113,1,datcon,datcon1,nstx_120113/N1/datcon1,nstx_120113/N1/datcon1,false,,different,true,true,10484,15606,2026-05-12T18:37:23.939193+00:00,2026-04-17T13:55:02.070519+00:00,95282c129418ff43e3a419906ad4bd4b9e514fbfe372af944912a4e586719c17,ea667dbfefb0ddaf0013f2f52e684c876720f2ece23c6f9005bfa9f3ee91dbb1,,,,,,,,,,,,,
nstx_120113,2,mode,egn02w.1062E+02,nstx_120113/N2/egn02w.1062E+02,nstx_120113/N2/egn02w.1062E+02,true,bad,training_only,true,false,106160,,2026-05-12T18:37:22.221060+00:00,,b58b33153144406ecacd071a8be2a59b753e9944087d64d1cfd8f46f5a4eeda4,,,,,,,,,,,,,,
nstx_120113,2,mode,egn02w.1088E+02,nstx_120113/N2/egn02w.1088E+02,nstx_120113/N2/egn02w.1088E+02,true,bad,training_only,true,false,106160,,2026-05-12T18:37:22.246062+00:00,,4f25118914defc664b55deb6497c3a8acfec0a4bc5831e6fba4f669b36b01eb8,,,,,,,,,,,,,,
nstx_120113,2,mode,egn02w.1609E+02,nstx_120113/N2/egn02w.1609E+02,nstx_120113/N2/egn02w.1609E+02,true,bad,training_only,true,false,106160,,2026-05-12T18:37:22.265063+00:00,,3a4f3a14d8ccc1cb7068b829262dcb8f4d222fa2d944f9ba8a4c4c13b7ec3b72,,,,,,,,,,,,,,
nstx_120113,2,mode,egn02w.2030E+02,nstx_120113/N2/egn02w.2030E+02,nstx_120113/N2/egn02w.2030E+02,true,bad,training_only,true,false,106160,,2026-05-12T18:37:22.250062+00:00,,5b6e92c6c6dd1728d0d6087e716c1c97f6614889af4167545bfed1443875711e,,,,,,,,,,,,,,
nstx_120113,2,datcon,datcon2,nstx_120113/N2/datcon2,nstx_120113/N2/datcon2,false,,different,true,true,10484,15606,2026-05-12T18:37:24.072204+00:00,2026-04-17T13:55:05.518528+00:00,585e216c089d156ca257c4294cfa93283b7a44467cb8a519e9b29643a2510fff,23d361a883096bcd51cf009d26e7fa3fe6e96afdedb03c971e478a59cf3b883d,,,,,,,,,,,,,
nstx_120113,2,datcon_gf,datcon_gf.txt,nstx_120113/N2/datcon_gf.txt,nstx_120113/N2/datcon_gf.txt,false,,different,true,true,15663,15663,2026-05-12T18:37:23.633170+00:00,2026-08-14T19:40:07.245081+00:00,bb733d6e25c81ac622fc5f29c39064e8f149f29866a0ec0727584929de15e41c,55c7b9413dc68066352d01e1280f24dc0b2ff506f972c80809537701f2686929,,,,,,,,,,,,,
nstx_120113,3,mode,egn03w.6981E+01,nstx_120113/N3/egn03w.6981E+01,nstx_120113/N3/egn03w.6981E+01,true,bad,training_only,true,false,149576,,2026-05-12T18:37:21.746023+00:00,,9d7442e09e84d8ef3cccfab79b4e52f1e05fce784268151d08cb553f8b6f95fa,,,,,,,,,,,,,,
nstx_120113,3,datcon,datcon3,nstx_120113/N3/datcon3,nstx_120113/N3/datcon3,false,,different,true,true,10484,15606,2026-05-12T18:37:24.076204+00:00,2026-04-17T13:55:08.668535+00:00,a1b9824a6a515296c90af6b2d4aa03a768fb97a353f840ca5ee84ef12bf69824,23e970ddd2a31fa2a6362d9665f8e4ad3faf9fde0587cdbae9ded6b16f5328e4,,,,,,,,,,,,,
nstx_120113,3,datcon_gf,datcon_gf.txt,nstx_120113/N3/datcon_gf.txt,nstx_120113/N3/datcon_gf.txt,false,,different,true,true,15663,15663,2026-05-12T18:37:23.661172+00:00,2026-08-14T19:48:03.398776+00:00,f527dcfd93075453594cf90f7ab30677ed5db1887b01006e8ad1aa37a2474d5a,baf2eed75a6b7acce09c815cc938c5e156aa0d5ae85ddea3a1b4b4a4cd9d93e9,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.1052E+02,nstx_120113/N4/egn04w.1052E+02,nstx_120113/N4/egn04w.1052E+02,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.615013+00:00,,803153f69d727613e2c8dadd88330b7bf96a37603f3872177894981a71215eb5,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.2225E+02,nstx_120113/N4/egn04w.2225E+02,nstx_120113/N4/egn04w.2225E+02,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.573009+00:00,,7564a431d4d05c67ce4dc3132201745cf3062f7dd60638b8b24660d05d946e63,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.2261E+02,nstx_120113/N4/egn04w.2261E+02,nstx_120113/N4/egn04w.2261E+02,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.570009+00:00,,82bc744a2653b9a1777ac014bd1e6b7fb05aa3400337e920ac5ad2ac52eee416,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.2625E+02,nstx_120113/N4/egn04w.2625E+02,nstx_120113/N4/egn04w.2625E+02,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.618013+00:00,,b6acd751afddc4cd972f227eb13c504f5913916da25b58466b5a2c8016d162e5,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.3413E+02,nstx_120113/N4/egn04w.3413E+02,nstx_120113/N4/egn04w.3413E+02,false,,training_only,true,false,192992,,2026-05-12T18:37:21.593011+00:00,,91066feddf86904ff498ba103c2cc9f0c85507f7b857573e0940c79a0fcce853,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.4455E+02,nstx_120113/N4/egn04w.4455E+02,nstx_120113/N4/egn04w.4455E+02,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.579010+00:00,,03998b2ad8c470b5c560216efc2bfe342b16932ac3b682f8eefbbe834c34e75c,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.4463E+02,nstx_120113/N4/egn04w.4463E+02,nstx_120113/N4/egn04w.4463E+02,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.638015+00:00,,aaf7c6a7ede68ce270d13b9ceb51912fb8a64cb4646743f5bdab4c3e61540430,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.5581E+02,nstx_120113/N4/egn04w.5581E+02,nstx_120113/N4/egn04w.5581E+02,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.613013+00:00,,c506f04957d014df84493207c52cd1228c47ca734fee45be279476a39029a479,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.5664E+02,nstx_120113/N4/egn04w.5664E+02,nstx_120113/N4/egn04w.5664E+02,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.642015+00:00,,15de5ee63d82f6208fc4881a27f09ab55fba536d5c2581f079e88c46badb5646,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.5685E+02,nstx_120113/N4/egn04w.5685E+02,nstx_120113/N4/egn04w.5685E+02,false,,training_only,true,false,192992,,2026-05-12T18:37:21.601012+00:00,,dbe7f8ca04b00a8fe120708bdebe348281dcccc48f59d4be791419e2011277ef,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.5849E+02,nstx_120113/N4/egn04w.5849E+02,nstx_120113/N4/egn04w.5849E+02,false,,training_only,true,false,192992,,2026-05-12T18:37:21.635014+00:00,,5ca1d767e344ec174345d0db5b5636e71a931b50162d7161e8723dc04083b045,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.5912E+02,nstx_120113/N4/egn04w.5912E+02,nstx_120113/N4/egn04w.5912E+02,false,,training_only,true,false,192992,,2026-05-12T18:37:21.648015+00:00,,49f6ec2b40f5045c514e753d9ed012d6ee31235be5773fea336e38305b242a31,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.5947E+02,nstx_120113/N4/egn04w.5947E+02,nstx_120113/N4/egn04w.5947E+02,false,,training_only,true,false,192992,,2026-05-12T18:37:21.581010+00:00,,5b5af363084968a6caaea7365ca033f4329406a53ab601ad5001313422076e44,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.5969E+02,nstx_120113/N4/egn04w.5969E+02,nstx_120113/N4/egn04w.5969E+02,false,,training_only,true,false,192992,,2026-05-12T18:37:21.616013+00:00,,a18986e3697dfa643dbc16160dee45459592af965bdfb6bb740daa3f962c877f,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.6761E+01,nstx_120113/N4/egn04w.6761E+01,nstx_120113/N4/egn04w.6761E+01,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.654016+00:00,,237423e61b8592f2ab1b0a9cc418380869808e182b53349d295f7ee7dec33dc7,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.8865E+01,nstx_120113/N4/egn04w.8865E+01,nstx_120113/N4/egn04w.8865E+01,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.640015+00:00,,102126d894e78e67cfa81110c3bc341b8bf1d820b38e4f6beeecb4cddb7bacbe,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.8937E+01,nstx_120113/N4/egn04w.8937E+01,nstx_120113/N4/egn04w.8937E+01,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.679018+00:00,,2ae663d41f64c50109b302a46e40a4f9d6de133cb99b6ecf212073fecde1fe60,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.8982E+01,nstx_120113/N4/egn04w.8982E+01,nstx_120113/N4/egn04w.8982E+01,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.680018+00:00,,b186bac710c900f34a28b8637b95c85c0c253bc359c408e577dbbe7d91510b42,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.9018E+01,nstx_120113/N4/egn04w.9018E+01,nstx_120113/N4/egn04w.9018E+01,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.709020+00:00,,457b84c9ce98cd76625c9674587a4b262eca62917cefb1f24e506e2a038cde65,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.9059E+01,nstx_120113/N4/egn04w.9059E+01,nstx_120113/N4/egn04w.9059E+01,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.744023+00:00,,009ed35d38f361b9d356409037df2ee55735d3be7185a364d3995942502900df,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.9198E+01,nstx_120113/N4/egn04w.9198E+01,nstx_120113/N4/egn04w.9198E+01,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.658016+00:00,,97e0c668373ca8b39617e08223a82a6b29939cd20bc09fa59cc61cfd12daaa6b,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.9355E+01,nstx_120113/N4/egn04w.9355E+01,nstx_120113/N4/egn04w.9355E+01,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.698019+00:00,,37681fc62b2baf73785ef04ce5cf40468aa0a32d38ffc8aa0b65b6c48572ce53,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.9419E+01,nstx_120113/N4/egn04w.9419E+01,nstx_120113/N4/egn04w.9419E+01,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.700019+00:00,,43762b546730c47f4e4bef8e762b6eedd9f9a4306fb237a64c2cad604827db95,,,,,,,,,,,,,,
nstx_120113,4,mode,egn04w.9542E+01,nstx_120113/N4/egn04w.9542E+01,nstx_120113/N4/egn04w.9542E+01,true,bad,training_only,true,false,192992,,2026-05-12T18:37:21.690019+00:00,,59119ee7c9d50a7172f5e693b860bd0e58aa31edd6cec65429089444fc6283d9,,,,,,,,,,,,,,
nstx_120113,4,datcon,datcon4,nstx_120113/N4/datcon4,nstx_120113/N4/datcon4,false,,different,true,true,10484,15606,2026-05-12T18:37:24.105206+00:00,2026-04-17T13:55:11.825542+00:00,839a21d2c5798dfed34f6313c1f2b10807671ad9fcdf3f38df1f4fe8e8a887ee,9a8fdd2708b472f5620efef1fe9765fa880a4748a9cae0bbfe02d7c9c464f6fa,,,,,,,,,,,,,
nstx_120113,4,datcon_gf,datcon_gf.txt,nstx_120113/N4/datcon_gf.txt,nstx_120113/N4/datcon_gf.txt,false,,different,true,true,15663,15663,2026-05-12T18:37:23.685174+00:00,2026-08-14T19:48:46.831114+00:00,41e76595bac2326f4fe680afa5b4d23468e7c00682b11a341e139447068d29de,4cdabc4e2e0cfbcde11c69952ff81d2f1a3c067e92338a0b9c20f270ff5dbb43,,,,,,,,,,,,,
