path,validity,family,signed_delta,fraction_below_upper2,gap_region,error
nstxuG121123Q62/N2/egn02w.1066E+02,bad,none,0.9507,0.9953,below_upper2,
nstxuG121123Q62/N2/egn02w.1080E+02,bad,none,0.9489,0.9944,below_upper2,
nstxuG121123Q62/N2/egn02w.1111E+02,bad,none,0.9525,0.9940,below_upper2,
nstxuG121123Q62/N2/egn02w.1286E+02,bad,none,0.9339,0.9633,below_upper2,
nstxuG121123Q62/N2/egn02w.1554E+02,bad,none,0.9643,0.9634,below_upper2,
nstxuG121123Q62/N2/egn02w.1667E+02,bad,none,0.6772,0.7831,below_upper2,
nstxuG121123Q62/N2/egn02w.1715E+02,bad,none,0.5827,0.6940,below_upper2,
nstxuG121123Q62/N2/egn02w.1863E+02,bad,none,0.5423,0.7793,below_upper2,
nstxuG121123Q62/N2/egn02w.1879E+02,bad,none,0.7347,0.8970,below_upper2,
nstxuG121123Q62/N2/egn02w.6611E+01,bad,none,0.9611,1.0000,below_upper2,
nstxuG121123Q62/N2/egn02w.8756E+01,bad,none,0.9711,0.9978,below_upper2,
nstxuG121123Q62/N2/egn02w.9973E+01,bad,none,0.9642,0.9975,below_upper2,
nstxuG121123Q62/N3/egn03w.1148E+02,bad,none,0.9806,0.9985,below_upper2,
nstxuG121123Q62/N3/egn03w.1586E+02,good,tae,0.9910,0.9994,below_upper2,
nstxuG121123Q62/N3/egn03w.1593E+02,bad,none,0.1807,0.6195,below_upper2,
nstxuG121123Q62/N3/egn03w.1618E+02,bad,none,0.0824,0.4142,mixed,
nstxuG121123Q62/N3/egn03w.1647E+02,bad,none,0.2668,0.4864,mixed,
nstxuG121123Q62/N3/egn03w.1707E+02,bad,none,0.6932,0.7663,below_upper2,
nstxuG121123Q62/N3/egn03w.1717E+02,bad,none,0.7247,0.8005,below_upper2,
nstxuG121123Q62/N3/egn03w.1756E+02,bad,none,0.5491,0.6446,below_upper2,
nstxuG121123Q62/N3/egn03w.1781E+02,bad,none,0.5880,0.7230,below_upper2,
nstxuG121123Q62/N3/egn03w.1796E+02,bad,none,0.5559,0.7140,below_upper2,
nstxuG121123Q62/N3/egn03w.1906E+02,bad,none,0.7082,0.8491,below_upper2,
nstxuG121123Q62/N3/egn03w.1924E+02,bad,none,0.5451,0.7640,below_upper2,
nstxuG121123Q62/N3/egn03w.1946E+02,bad,none,0.4361,0.6090,below_upper2,
nstxuG121123Q62/N3/egn03w.1977E+02,bad,none,0.6823,0.7813,below_upper2,
nstxuG121123Q62/N3/egn03w.2010E+02,bad,none,0.7476,0.8475,below_upper2,
nstxuG121123Q62/N3/egn03w.2071E+02,bad,none,0.7287,0.8553,below_upper2,
nstxuG121123Q62/N3/egn03w.2107E+02,bad,none,0.6670,0.8133,below_upper2,
nstxuG121123Q62/N3/egn03w.2142E+02,bad,none,0.6404,0.8012,below_upper2,
nstxuG121123Q62/N3/egn03w.2177E+02,bad,none,0.6611,0.8213,below_upper2,
nstxuG121123Q62/N3/egn03w.2210E+02,bad,none,0.7001,0.8606,below_upper2,
nstxuG121123Q62/N3/egn03w.2250E+02,bad,none,0.7294,0.8943,below_upper2,
nstxuG121123Q62/N3/egn03w.2282E+02,bad,none,0.6224,0.8366,below_upper2,
nstxuG121123Q62/N3/egn03w.2389E+02,bad,none,0.4885,0.7982,below_upper2,
nstxuG121123Q62/N3/egn03w.2407E+02,bad,none,0.5429,0.8180,below_upper2,
nstxuG121123Q62/N3/egn03w.2418E+02,bad,none,0.6390,0.8483,below_upper2,
nstxuG121123Q62/N3/egn03w.8989E+01,bad,none,0.9548,0.9983,below_upper2,
nstxuG121123Q62/N4/egn04w.1337E+02,bad,none,0.1160,0.1513,mixed,
nstxuG121123Q62/N4/egn04w.1616E+02,bad,none,0.4559,0.6756,below_upper2,
nstxuG121123Q62/N4/egn04w.1617E+02,bad,none,0.4714,0.6758,below_upper2,
nstxuG121123Q62/N4/egn04w.1620E+02,bad,none,0.4921,0.6904,below_upper2,
nstxuG121123Q62/N4/egn04w.1640E+02,bad,none,0.5619,0.7255,below_upper2,
nstxuG121123Q62/N4/egn04w.1988E+02,bad,none,0.7621,0.8633,below_upper2,
nstxuG121123Q62/N4/egn04w.1994E+02,bad,none,0.7951,0.8977,below_upper2,
nstxuG121123Q62/N4/egn04w.2000E+02,bad,none,0.7979,0.9067,below_upper2,
nstxuG121123Q62/N4/egn04w.2018E+02,bad,none,0.7140,0.8640,below_upper2,
nstxuG121123Q62/N5/egn05w.1232E+02,bad,none,0.9499,0.9964,below_upper2,
nstxuG121123Q62/N5/egn05w.1247E+02,bad,none,0.9634,0.9980,below_upper2,
nstxuG121123Q62/N5/egn05w.1258E+02,bad,none,0.9687,0.9979,below_upper2,
nstxuG121123Q62/N5/egn05w.1471E+02,bad,none,0.9056,0.9952,below_upper2,
nstxuG121123Q62/N5/egn05w.1624E+02,bad,none,0.6374,0.7964,below_upper2,
nstxuG121123Q62/N5/egn05w.1692E+02,bad,none,0.8045,0.8854,below_upper2,
nstxuG121123Q62/N5/egn05w.1716E+02,bad,none,0.2304,0.4587,mixed,
nstxuG121123Q62/N5/egn05w.1924E+02,bad,none,0.8183,0.8919,below_upper2,
nstxuG121123Q62/N5/egn05w.2143E+02,bad,none,0.7585,0.9223,below_upper2,
nstxuG121123Q62/N5/egn05w.2154E+02,bad,none,0.8554,0.9729,below_upper2,
nstxuG121123Q62/N5/egn05w.2317E+02,bad,none,0.3998,0.7928,below_upper2,
nstxuG121123Q62/N5/egn05w.2465E+02,bad,none,0.1079,0.5480,below_upper2,
nstxuG121123Q62/N5/egn05w.5879E+01,bad,none,0.9733,1.0000,below_upper2,
nstxuG121123Q62/N6/egn06w.1012E+02,bad,none,0.9608,0.9955,below_upper2,
nstxuG121123Q62/N6/egn06w.1196E+02,bad,none,0.9812,0.9993,below_upper2,
nstxuG121123Q62/N6/egn06w.1200E+02,bad,none,0.9660,0.9971,below_upper2,
nstxuG121123Q62/N6/egn06w.1210E+02,bad,none,0.9678,0.9973,below_upper2,
nstxuG121123Q62/N6/egn06w.1222E+02,bad,none,0.9708,0.9934,below_upper2,
nstxuG121123Q62/N6/egn06w.1246E+02,bad,none,0.9096,0.9306,below_upper2,
nstxuG121123Q62/N6/egn06w.1253E+02,bad,none,0.9748,0.9953,below_upper2,
nstxuG121123Q62/N6/egn06w.1256E+02,bad,none,0.9620,0.9922,below_upper2,
nstxuG121123Q62/N6/egn06w.1263E+02,bad,none,0.9669,0.9932,below_upper2,
nstxuG121123Q62/N6/egn06w.1334E+02,bad,none,0.9713,0.9975,below_upper2,
nstxuG121123Q62/N6/egn06w.1341E+02,bad,none,0.9715,0.9977,below_upper2,
nstxuG121123Q62/N6/egn06w.1542E+02,bad,none,0.9266,0.9942,below_upper2,
nstxuG121123Q62/N6/egn06w.1607E+02,bad,none,0.5657,0.6291,below_upper2,
nstxuG121123Q62/N6/egn06w.1608E+02,bad,none,0.7514,0.8231,below_upper2,
nstxuG121123Q62/N6/egn06w.1625E+02,bad,none,0.8556,0.9123,below_upper2,
nstxuG121123Q62/N6/egn06w.1651E+02,bad,none,-0.0360,0.1956,mixed,
nstxuG121123Q62/N6/egn06w.1675E+02,bad,none,0.7017,0.7913,below_upper2,
nstxuG121123Q62/N6/egn06w.1714E+02,bad,none,0.6306,0.7803,below_upper2,
nstxuG121123Q62/N6/egn06w.1759E+02,bad,none,0.5915,0.7679,below_upper2,
nstxuG121123Q62/N6/egn06w.1794E+02,bad,none,0.8103,0.9048,below_upper2,
nstxuG121123Q62/N6/egn06w.1865E+02,bad,none,0.6895,0.8308,below_upper2,
nstxuG121123Q62/N6/egn06w.1878E+02,bad,none,0.7704,0.9173,below_upper2,
nstxuG121123Q62/N6/egn06w.2020E+02,bad,none,0.1406,0.4744,mixed,
nstxuG121123Q62/N6/egn06w.2079E+02,bad,none,0.5592,0.7388,below_upper2,
nstxuG121123Q62/N6/egn06w.2104E+02,bad,none,0.7753,0.8872,below_upper2,
nstxuG121123Q62/N6/egn06w.2452E+02,bad,none,0.8171,0.9268,below_upper2,
nstxuG121123Q62/N6/egn06w.2491E+02,bad,none,0.0981,0.5334,below_upper2,
nstxuG121123Q62/N6/egn06w.2515E+02,bad,none,-0.0225,0.4799,mixed,
nstxuG121123Q62/N6/egn06w.2536E+02,bad,none,-0.0902,0.4194,mixed,
nstxuG121123Q62/N6/egn06w.2553E+02,bad,none,0.0345,0.4860,mixed,
nstxuG121123Q62/N6/egn06w.2594E+02,bad,none,0.6671,0.8095,below_upper2,
nstxuG121123Q62/N6/egn06w.2597E+02,bad,none,0.5092,0.7229,below_upper2,
nstxuG121123Q62/N6/egn06w.2889E+02,bad,none,0.3314,0.6947,below_upper2,
nstxuG121123Q62/N6/egn06w.2893E+02,bad,none,0.3615,0.7013,below_upper2,
nstxuG121123Q62/N6/egn06w.2900E+02,bad,none,0.3946,0.7001,below_upper2,
nstxuG121123Q62/N6/egn06w.9435E+01,bad,none,0.9599,0.9949,below_upper2,
nstxuG121123Q62/N7/egn07w.1176E+02,bad,none,0.9881,1.0000,below_upper2,
nstxuG121123Q62/N7/egn07w.1192E+02,bad,none,0.9795,0.9999,below_upper2,
nstxuG121123Q62/N7/egn07w.1246E+02,bad,none,0.9770,0.9986,below_upper2,
nstxuG121123Q62/N7/egn07w.1289E+02,bad,none,0.9613,0.9825,below_upper2,
nstxuG121123Q62/N7/egn07w.1517E+02,bad,none,0.9294,0.9961,below_upper2,
nstxuG121123Q62/N7/egn07w.1536E+02,bad,none,0.9274,0.9983,below_upper2,
nstxuG121123Q62/N7/egn07w.1657E+02,bad,none,0.7511,0.8110,below_upper2,
nstxuG121123Q62/N7/egn07w.1705E+02,bad,none,-0.0286,0.3175,mixed,
nstxuG121123Q62/N7/egn07w.1706E+02,bad,none,0.4239,0.5996,below_upper2,
nstxuG121123Q62/N7/egn07w.1716E+02,bad,none,0.7752,0.8552,below_upper2,
nstxuG121123Q62/N7/egn07w.1765E+02,bad,none,0.7491,0.8665,below_upper2,
nstxuG121123Q62/N7/egn07w.1777E+02,bad,none,0.0344,0.3529,mixed,
nstxuG121123Q62/N7/egn07w.1807E+02,bad,none,-0.0145,0.3258,mixed,
nstxuG121123Q62/N7/egn07w.1831E+02,bad,none,-0.0641,0.3814,mixed,
nstxuG121123Q62/N7/egn07w.1865E+02,bad,none,0.6293,0.8148,below_upper2,
nstxuG121123Q62/N7/egn07w.1870E+02,bad,none,0.5406,0.7556,below_upper2,
nstxuG121123Q62/N7/egn07w.1914E+02,bad,none,0.5316,0.7568,below_upper2,
nstxuG121123Q62/N7/egn07w.1968E+02,bad,none,0.8073,0.9547,below_upper2,
nstxuG121123Q62/N7/egn07w.2140E+02,bad,none,-0.0287,0.4930,mixed,
nstxuG121123Q62/N7/egn07w.2237E+02,good,tae,-0.0367,0.4043,mixed,
nstxuG121123Q62/N7/egn07w.2302E+02,bad,none,0.7636,0.8971,below_upper2,
nstxuG121123Q62/N7/egn07w.2492E+02,bad,none,0.6596,0.7525,below_upper2,
nstxuG121123Q62/N7/egn07w.2710E+02,bad,none,0.2889,0.5692,below_upper2,
nstxuG121123Q62/N7/egn07w.6872E+01,bad,none,0.9780,1.0000,below_upper2,
nstxuG121123Q62/N7/egn07w.7410E+01,bad,none,0.9776,1.0000,below_upper2,
nstxuG121123Q62/N7/egn07w.7435E+01,bad,none,0.9775,1.0000,below_upper2,
nstxuG121123Q62/N8/egn08w.1257E+02,bad,none,0.9562,0.9994,below_upper2,
nstxuG121123Q62/N8/egn08w.1283E+02,bad,none,0.9570,0.9995,below_upper2,
nstxuG121123Q62/N8/egn08w.1403E+02,bad,none,0.9726,0.9993,below_upper2,
nstxuG121123Q62/N8/egn08w.1542E+02,bad,none,0.5214,0.7445,below_upper2,
nstxuG121123Q62/N8/egn08w.1547E+02,bad,none,0.9302,0.9992,below_upper2,
nstxuG121123Q62/N8/egn08w.1551E+02,bad,none,0.2167,0.5676,below_upper2,
nstxuG121123Q62/N8/egn08w.1554E+02,bad,none,0.6316,0.7654,below_upper2,
nstxuG121123Q62/N8/egn08w.1559E+02,bad,none,0.7561,0.9218,below_upper2,
nstxuG121123Q62/N8/egn08w.1564E+02,bad,none,0.7305,0.8273,below_upper2,
nstxuG121123Q62/N8/egn08w.1569E+02,bad,none,0.6896,0.7963,below_upper2,
nstxuG121123Q62/N8/egn08w.1575E+02,bad,none,0.7254,0.8293,below_upper2,
nstxuG121123Q62/N8/egn08w.1603E+02,bad,none,0.7337,0.8276,below_upper2,
nstxuG121123Q62/N8/egn08w.1612E+02,bad,none,0.0993,0.3595,mixed,
nstxuG121123Q62/N8/egn08w.1618E+02,bad,none,0.6407,0.7339,below_upper2,
nstxuG121123Q62/N8/egn08w.1637E+02,bad,none,0.7111,0.8116,below_upper2,
nstxuG121123Q62/N8/egn08w.1649E+02,bad,none,0.8115,0.8957,below_upper2,
nstxuG121123Q62/N8/egn08w.1659E+02,bad,none,0.6908,0.8000,below_upper2,
nstxuG121123Q62/N8/egn08w.1687E+02,bad,none,0.7050,0.7890,below_upper2,
nstxuG121123Q62/N8/egn08w.1723E+02,bad,none,0.8013,0.8809,below_upper2,
nstxuG121123Q62/N8/egn08w.1750E+02,bad,none,0.2252,0.4426,mixed,
nstxuG121123Q62/N8/egn08w.1807E+02,bad,none,0.7145,0.8169,below_upper2,
nstxuG121123Q62/N8/egn08w.1843E+02,bad,none,0.8085,0.9202,below_upper2,
nstxuG121123Q62/N8/egn08w.2410E+02,bad,none,0.7249,0.8744,below_upper2,
nstxuG121123Q62/N9/egn09w.1141E+02,bad,none,0.9835,0.9995,below_upper2,
nstxuG121123Q62/N9/egn09w.1152E+02,bad,none,0.9922,0.9999,below_upper2,
nstxuG121123Q62/N9/egn09w.1159E+02,bad,none,0.9843,0.9998,below_upper2,
nstxuG121123Q62/N9/egn09w.1185E+02,bad,none,0.9857,0.9999,below_upper2,
nstxuG121123Q62/N9/egn09w.1200E+02,bad,none,0.9864,0.9999,below_upper2,
nstxuG121123Q62/N9/egn09w.1207E+02,bad,none,0.9869,0.9999,below_upper2,
nstxuG121123Q62/N9/egn09w.1219E+02,bad,none,0.9877,1.0000,below_upper2,
nstxuG121123Q62/N9/egn09w.1234E+02,bad,none,0.9890,1.0000,below_upper2,
nstxuG121123Q62/N9/egn09w.1236E+02,bad,none,0.9894,1.0000,below_upper2,
nstxuG121123Q62/N9/egn09w.1328E+02,bad,none,0.9773,0.9994,below_upper2,
nstxuG121123Q62/N9/egn09w.1348E+02,bad,none,0.9731,0.9998,below_upper2,
nstxuG121123Q62/N9/egn09w.1405E+02,bad,none,0.9703,0.9999,below_upper2,
nstxuG121123Q62/N9/egn09w.1545E+02,bad,none,0.9144,0.9991,below_upper2,
nstxuG121123Q62/N9/egn09w.1548E+02,bad,none,0.9116,0.9999,below_upper2,
nstxuG121123Q62/N9/egn09w.1549E+02,bad,none,0.8998,0.9953,below_upper2,
nstxuG121123Q62/N9/egn09w.1551E+02,bad,none,0.9176,0.9991,below_upper2,
nstxuG121123Q62/N9/egn09w.1553E+02,bad,none,0.9493,0.9998,below_upper2,
nstxuG121123Q62/N9/egn09w.1560E+02,bad,none,0.7840,0.8819,below_upper2,
nstxuG121123Q62/N9/egn09w.1574E+02,bad,none,0.7293,0.8307,below_upper2,
nstxuG121123Q62/N9/egn09w.1581E+02,bad,none,0.7370,0.8376,below_upper2,
nstxuG121123Q62/N9/egn09w.1589E+02,bad,none,0.7428,0.8413,below_upper2,
nstxuG121123Q62/N9/egn09w.1599E+02,bad,none,0.7500,0.8444,below_upper2,
nstxuG121123Q62/N9/egn09w.1611E+02,bad,none,0.7729,0.8668,below_upper2,
nstxuG121123Q62/N9/egn09w.1624E+02,bad,none,0.7986,0.8851,below_upper2,
nstxuG121123Q62/N9/egn09w.1640E+02,bad,none,0.8083,0.8961,below_upper2,
nstxuG121123Q62/N9/egn09w.1653E+02,bad,none,0.7818,0.8777,below_upper2,
nstxuG121123Q62/N9/egn09w.1664E+02,bad,none,0.8236,0.9094,below_upper2,
nstxuG121123Q62/N9/egn09w.1686E+02,good,tae,0.7824,0.8852,below_upper2,
nstxuG121123Q62/N9/egn09w.1717E+02,bad,none,0.7681,0.8803,below_upper2,
nstxuG121123Q62/N9/egn09w.1753E+02,good,tae,0.7587,0.8501,below_upper2,
nstxuG121123Q62/N9/egn09w.1769E+02,good,tae,0.8076,0.9017,below_upper2,
nstxuG121123Q62/N9/egn09w.1805E+02,good,tae,0.7196,0.8415,below_upper2,
nstxuG121123Q62/N9/egn09w.1848E+02,good,tae,0.8710,0.9724,below_upper2,
nstxuG121123Q62/N9/egn09w.1890E+02,good,tae,0.4623,0.7031,below_upper2,
nstxuG121123Q62/N9/egn09w.1901E+02,good,tae,0.8362,0.9525,below_upper2,
nstxuG121123Q62/N9/egn09w.2034E+02,bad,none,0.8737,0.9866,below_upper2,
nstxuG121123Q62/N9/egn09w.2152E+02,bad,none,0.9184,0.9922,below_upper2,
nstxuG121123Q62/N9/egn09w.2238E+02,bad,none,0.8957,0.9869,below_upper2,
nstxuG121123Q62/N9/egn09w.2416E+02,bad,none,0.8582,0.9043,below_upper2,
nstxuG121123Q62/N9/egn09w.2874E+02,bad,none,0.0354,0.4336,mixed,
nstxuG121123Q62/N9/egn09w.5631E+01,bad,none,0.9770,1.0000,below_upper2,
nstxuG121123Q62/N9/egn09w.5687E+01,bad,none,0.9844,1.0000,below_upper2,
nstxuG121123Q62/N9/egn09w.8132E+01,bad,none,0.9826,1.0000,below_upper2,
nstxuG142301Y93/N1/egn01w.1499E+02,bad,none,0.7564,0.7592,below_upper2,
nstxuG142301Y93/N1/egn01w.1613E+02,bad,none,0.7230,0.8506,below_upper2,
nstxuG142301Y93/N1/egn01w.1674E+02,bad,none,0.7558,0.8899,below_upper2,
nstxuG142301Y93/N1/egn01w.1715E+02,bad,none,0.3800,0.4866,mixed,
nstxuG142301Y93/N1/egn01w.1732E+02,bad,none,0.0781,0.3859,mixed,
nstxuG142301Y93/N1/egn01w.1902E+02,bad,none,-0.1010,0.4042,mixed,
nstxuG142301Y93/N1/egn01w.2168E+02,bad,none,-0.3389,0.4429,mixed,
nstxuG142301Y93/N1/egn01w.9416E+01,bad,none,0.9364,0.9799,below_upper2,
nstxuG142301Y93/N10/egn10w.1324E+02,bad,none,0.4257,0.5803,below_upper2,
nstxuG142301Y93/N10/egn10w.1354E+02,bad,none,0.9936,0.9951,below_upper2,
nstxuG142301Y93/N10/egn10w.1563E+02,bad,none,0.8732,0.9543,below_upper2,
nstxuG142301Y93/N10/egn10w.1591E+02,bad,none,0.8861,0.9359,below_upper2,
nstxuG142301Y93/N10/egn10w.1625E+02,bad,none,0.8413,0.8731,below_upper2,
nstxuG142301Y93/N2/egn02w.1590E+02,bad,none,0.3191,0.5223,below_upper2,
nstxuG142301Y93/N2/egn02w.1646E+02,bad,none,0.5681,0.6442,below_upper2,
nstxuG142301Y93/N2/egn02w.1667E+02,bad,none,0.5091,0.5423,below_upper2,
nstxuG142301Y93/N2/egn02w.1728E+02,bad,none,0.5101,0.5541,below_upper2,
nstxuG142301Y93/N2/egn02w.1804E+02,bad,none,-0.0170,0.3178,mixed,
nstxuG142301Y93/N2/egn02w.1821E+02,bad,none,0.0964,0.3771,mixed,
nstxuG142301Y93/N2/egn02w.1855E+02,bad,none,0.1891,0.4786,mixed,
nstxuG142301Y93/N2/egn02w.1873E+02,bad,none,0.1591,0.5292,below_upper2,
nstxuG142301Y93/N2/egn02w.1891E+02,bad,none,0.2542,0.5776,below_upper2,
nstxuG142301Y93/N2/egn02w.1897E+02,bad,none,0.1798,0.6346,below_upper2,
nstxuG142301Y93/N2/egn02w.1909E+02,bad,none,-0.0781,0.4105,mixed,
nstxuG142301Y93/N2/egn02w.1927E+02,bad,none,0.0364,0.4925,mixed,
nstxuG142301Y93/N2/egn02w.1941E+02,bad,none,0.4573,0.7629,below_upper2,
nstxuG142301Y93/N2/egn02w.2035E+02,bad,none,0.0733,0.6344,below_upper2,
nstxuG142301Y93/N2/egn02w.2052E+02,bad,none,-0.0370,0.5577,below_upper2,
nstxuG142301Y93/N2/egn02w.2064E+02,bad,none,-0.0181,0.5637,below_upper2,
nstxuG142301Y93/N2/egn02w.2082E+02,bad,none,-0.2422,0.4525,mixed,
nstxuG142301Y93/N2/egn02w.2089E+02,bad,none,-0.2328,0.4584,mixed,
nstxuG142301Y93/N2/egn02w.8189E+01,bad,none,0.9156,0.9935,below_upper2,
nstxuG142301Y93/N2/egn02w.9045E+01,bad,none,0.6060,0.7812,below_upper2,
nstxuG142301Y93/N3/egn03w.1502E+02,bad,none,0.8094,0.9412,below_upper2,
nstxuG142301Y93/N3/egn03w.1589E+02,bad,none,0.2029,0.5360,below_upper2,
nstxuG142301Y93/N3/egn03w.1668E+02,bad,none,0.3779,0.6415,below_upper2,
nstxuG142301Y93/N3/egn03w.1676E+02,bad,none,0.4391,0.6294,below_upper2,
nstxuG142301Y93/N3/egn03w.1721E+02,bad,none,0.6724,0.7663,below_upper2,
nstxuG142301Y93/N3/egn03w.1969E+02,bad,none,-0.2872,0.5607,below_upper2,
nstxuG142301Y93/N3/egn03w.1980E+02,bad,none,-0.1973,0.4444,mixed,
nstxuG142301Y93/N3/egn03w.8350E+01,bad,none,0.9791,0.9933,below_upper2,
nstxuG142301Y93/N4/egn04w.1544E+02,bad,none,0.8132,0.8424,below_upper2,
nstxuG142301Y93/N4/egn04w.1570E+02,bad,none,0.7866,0.8023,below_upper2,
nstxuG142301Y93/N4/egn04w.1590E+02,bad,none,0.5887,0.5813,below_upper2,
nstxuG142301Y93/N4/egn04w.1675E+02,bad,none,0.6464,0.8015,below_upper2,
nstxuG142301Y93/N4/egn04w.1706E+02,bad,none,0.5379,0.6331,below_upper2,
nstxuG142301Y93/N4/egn04w.1744E+02,bad,none,0.8552,0.9124,below_upper2,
nstxuG142301Y93/N4/egn04w.1856E+02,bad,none,0.6313,0.7873,below_upper2,
nstxuG142301Y93/N4/egn04w.1939E+02,bad,none,0.2587,0.6944,below_upper2,
nstxuG142301Y93/N4/egn04w.8145E+01,bad,none,0.8942,0.9841,below_upper2,
nstxuG142301Y93/N5/egn05w.1001E+02,bad,none,0.9125,0.9580,below_upper2,
nstxuG142301Y93/N5/egn05w.1008E+02,bad,none,0.7750,0.8312,below_upper2,
nstxuG142301Y93/N5/egn05w.1074E+02,bad,none,0.6915,0.7320,below_upper2,
nstxuG142301Y93/N5/egn05w.1467E+02,bad,none,0.8845,0.9519,below_upper2,
nstxuG142301Y93/N5/egn05w.1481E+02,bad,none,0.8910,0.9608,below_upper2,
nstxuG142301Y93/N5/egn05w.1500E+02,bad,none,0.8993,0.9293,below_upper2,
