path,validity,family,signed_delta,fraction_below_upper2,gap_region,error
nstxuG121123B12/N9/egn09w.2865E+02,bad,none,0.7175,0.9339,below_upper2,
nstxuG121123B12/N9/egn09w.2884E+02,good,tae,0.8206,0.9965,below_upper2,
nstxuG121123B12/N9/egn09w.2912E+02,good,tae,0.7238,1.0000,below_upper2,
nstxuG121123B12/N9/egn09w.3038E+02,bad,none,0.5396,0.9179,below_upper2,
nstxuG121123B12/N9/egn09w.3049E+02,bad,none,0.5771,0.7449,below_upper2,
nstxuG121123B12/N9/egn09w.3529E+02,bad,none,0.1707,0.8567,below_upper2,
nstxuG121123B12/N9/egn09w.3777E+02,bad,none,-0.5947,0.4728,mixed,
nstxuG121123B12/N9/egn09w.3796E+02,bad,none,-0.0447,0.9119,below_upper2,
nstxuG121123B12/N9/egn09w.8217E+01,bad,none,0.9958,1.0000,below_upper2,
nstxuG121123B12/N9/egn09w.8431E+01,bad,none,0.9923,1.0000,below_upper2,
nstxuG121123B12/N9/egn09w.8529E+01,bad,none,0.9957,1.0000,below_upper2,
nstxuG121123B12/N9/egn09w.8610E+01,bad,none,0.9973,1.0000,below_upper2,
nstxuG121123B12/N9/egn09w.9406E+01,bad,none,0.9975,1.0000,below_upper2,
nstxuG121123B12/N9/egn09w.9892E+01,bad,none,0.9973,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1019E+02,bad,none,0.9795,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1179E+02,bad,none,0.9805,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1245E+02,bad,none,0.9755,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1304E+02,bad,none,0.9879,0.9949,below_upper2,
nstxuG121123B12/N10/egn10w.1344E+02,bad,none,0.9633,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1414E+02,bad,none,0.9984,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1447E+02,bad,none,0.9439,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1490E+02,bad,none,0.9798,0.9971,below_upper2,
nstxuG121123B12/N10/egn10w.1503E+02,bad,none,0.9998,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1550E+02,good,tae,0.9975,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1565E+02,good,tae,0.9087,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1766E+02,bad,none,0.9978,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1909E+02,bad,none,0.9958,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.1945E+02,good,tae,0.9928,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.2406E+02,bad,none,0.9915,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.2430E+02,bad,none,-0.0841,0.3534,mixed,
nstxuG121123B12/N10/egn10w.2508E+02,good,tae,0.9766,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.2629E+02,good,tae,0.9778,0.9915,below_upper2,
nstxuG121123B12/N10/egn10w.2640E+02,bad,none,0.7119,0.8104,below_upper2,
nstxuG121123B12/N10/egn10w.2814E+02,good,tae,0.9708,0.9984,below_upper2,
nstxuG121123B12/N10/egn10w.2828E+02,good,tae,0.8146,0.9999,below_upper2,
nstxuG121123B12/N10/egn10w.2876E+02,bad,none,-0.2349,0.4299,mixed,
nstxuG121123B12/N10/egn10w.2921E+02,good,tae,0.7323,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.2933E+02,good,tae,0.9290,0.9960,below_upper2,
nstxuG121123B12/N10/egn10w.2944E+02,good,tae,0.7738,0.9980,below_upper2,
nstxuG121123B12/N10/egn10w.3038E+02,bad,none,0.9139,0.9881,below_upper2,
nstxuG121123B12/N10/egn10w.3105E+02,bad,none,0.4193,0.8237,below_upper2,
nstxuG121123B12/N10/egn10w.3134E+02,bad,none,0.7379,0.9527,below_upper2,
nstxuG121123B12/N10/egn10w.3216E+02,bad,none,0.7557,0.9382,below_upper2,
nstxuG121123B12/N10/egn10w.3249E+02,bad,none,0.7989,0.9420,below_upper2,
nstxuG121123B12/N10/egn10w.3272E+02,bad,none,0.7638,0.9622,below_upper2,
nstxuG121123B12/N10/egn10w.3306E+02,bad,none,0.6890,0.9701,below_upper2,
nstxuG121123B12/N10/egn10w.3410E+02,bad,none,0.1213,0.8157,below_upper2,
nstxuG121123B12/N10/egn10w.3429E+02,bad,none,0.4155,0.9089,below_upper2,
nstxuG121123B12/N10/egn10w.3461E+02,bad,none,0.4977,0.9519,below_upper2,
nstxuG121123B12/N10/egn10w.3473E+02,bad,none,0.4429,0.9307,below_upper2,
nstxuG121123B12/N10/egn10w.3831E+02,bad,none,0.3208,0.7385,below_upper2,
nstxuG121123B12/N10/egn10w.3865E+02,bad,none,0.3547,0.8484,below_upper2,
nstxuG121123B12/N10/egn10w.3902E+02,bad,none,0.3709,0.8877,below_upper2,
nstxuG121123B12/N10/egn10w.8243E+01,bad,none,0.9960,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.8485E+01,bad,none,0.9972,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.8533E+01,bad,none,0.9938,1.0000,below_upper2,
nstxuG121123B12/N10/egn10w.9400E+01,bad,none,0.9979,1.0000,below_upper2,
