mode_key,input_fingerprint,previous_gap_region,previous_rules_decision,previous_rf_cnn_decision,input_validity,reason
nstxuG142301C50/N1/egn01w.1599E+03,cf3d3cb6ecefd339561360c9ba6d3d9c0add0dfc19f7293bf453f1beb8b2891b,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.1602E+03,70b1bcca4b20ac330822cf62997ffea76edf2d01df7427e603626df8554230d1,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.1606E+03,fd588238fcad93c0810401fa792bcd53def8337bdc5ac0046e74124a6fe34300,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.1607E+03,ebdf1a9aa57722f2231ca92fa54740b9e8850866a81f8c99a9272475a56e3f81,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.1615E+03,33500fb0f4724d2f1edc7b1aa88dfd625f8ebc060393b79a6f20fb48b42046d7,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.1616E+03,092fcca817f10736a8930b7ea1fe6bcc5924e7717cb17e8ba77f49594b76cc6e,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.2191E+03,e826ea5e7256fd682684de64bc84eec6c2391e4fdabe1a2135cacfc1ad2f7d2f,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.2192E+03,f8db4a639d0fb215e63b92cf7c0e06dd9811e8acedcacdc13d641975b66c5f5f,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.2193E+03,19fbd0035b260aeaba50a734196146b05a18db9acdc94ee1f48aab2138544a94,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.2196E+03,f3d805d25505027c20cfefdf0ce460edcf4d00cb3fe9b8ee0a2d39db160d8747,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.2201E+03,22025bdb8351a8ca5a883611fa2bba86d533e06ee9f0a5cdc82da87e314b616f,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.2207E+03,32979134ec8d6c14f67add4df1b89f26350b19f71eb85cb92993e835a82e5583,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.2209E+03,4aadd17741153c3550367c0d9f031ef26cec7b55cff748a7b79c131597a4a49d,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.2211E+03,1360449376d14a43711fb74a74f45c217c2c50ed0dd947e8b071c3928050f478,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.2213E+03,1e7d8aba3940cdab7039272a53c46d73dbd381047507eb32c74a2db5dfba52cd,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.2214E+03,9fae82d8ae5eb8019c6bd6acc3f139e6cd89e34688e9b1c1ede9fbc8ae2bb063,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.2224E+03,b6d85becb2a5f9f70f4caa00aaf8ee907a13e8b6934b5112f57f5ed03ea886c5,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4040E+03,1b9dc2e5ece1acede570f623bf6ec916d4fb5a7c00272e0e6583f0987c2f493c,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4054E+03,26638b2fccf446d118599afe8d59328cf012d39ede7171f3d6323a1f88897b1b,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4055E+03,57d18fff0d356a4dab4bb97e1e4edb926a6b638fae5e1b7fb31509bd64ea5bd9,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4056E+03,cf1b6db72165a1cb6eeda218d008d725958a584e2b22732ea9b157decbb46ed7,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4057E+03,b5ecb6efd37ed8095437d02075a325b1fe503ea5290152da5d200d5729e6e6d3,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4058E+03,fcc4ceaeb0c2b8d690d04da617595fb4e07dc388386294de112f54a3ef2c99a3,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4060E+03,9f84f289597805ec4c5323172d89170b324e8cc799f90497d8af6d2cc76324d5,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4066E+03,ffee21bae86ab3e98ed32354a71bda103f9a24dfb67b727bb2d08b694cc11735,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4074E+03,52d42809795d4df3ecdc24030d1d15e27265174dd192f75cf83ca8c2afdad378,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4267E+03,fc01dcc38325ff6dbea41f241fda3eedafe0d0d68c87f6ae5f80c1cdf5e37be0,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4292E+03,4054e67642bbb642389414a2d4d18ab5242e0517ba0581fe97e13ab871acf085,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4446E+03,2f4f1201aa7449a8f699c436895682c6a5a178116a923f028665d4d89cb56601,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4447E+03,e7a3cdabb529f9c5e6a34dcbae83803e34b6d24daa5030718470fb2edf6ef858,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
nstxuG142301C50/N1/egn01w.4460E+03,c6d8333aeed968c1ac5ef2fd2c7becbc1155f60fefa3ab8bf8022ee1288a844c,eae_like,,,INVALID,CONTINUUM_MODE_MISMATCH
