mode_key,path,cohort,training_label,latest12,scenarios,nr,background_amplitude,stored_index,r_peak,signed_amplitude,amplitude,contrast,width_grid,input_fingerprint
nstx_141711/N9/egn09w.1010E+03,/p/hym/ebelova/NOVA/data_mixed/nstx_141711/N9/egn09w.1010E+03,training,good,False,r>0.9;width<=1.5,201,0.0036881160565395968,34,0.905,-0.7369674828716595,0.7369674828716595,199.8222050428437,1.4583276683665325,cff2391b0fdc24d0967ffd69b119ec580bac1832fe51418b69939f9aab109e51
nstxuE202806A02t025/N3/egn03w.8510E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE202806A02t025/N3/egn03w.8510E+01,pilot,,False,r>0.9;width<=1.5,201,0.3320470535283101,19,0.93,1.0,1.0,3.011621363219658,1.3749704336748492,2af681face4a6035fdb55a05427782c1cc59517d4abecd15139fdd98fb84c01b
nstxuE202806A02t025/N5/egn05w.1084E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE202806A02t025/N5/egn05w.1084E+02,pilot,,False,r>0.95;width<=2.0,201,0.2020676138498688,39,0.96,0.7795460294438002,0.7795460294438002,3.857847453095495,1.639505954180298,c04534e3bfe3a4010e60ab85995b2ec37e20d97c266bc4ead6a138d7714e77e3
nstxuE202806A02t025/N10/egn10w.1395E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE202806A02t025/N10/egn10w.1395E+02,pilot,,False,r>0.9;width<=1.5,201,0.010119670519440944,56,0.91,0.774734311447452,0.774734311447452,76.55726636149926,1.448848253184254,196ac239c390ad1423a9d70e7273acd28543c55c1b76e8e150e525f853bf09a2
nstxuE202806A02t025/N10/egn10w.1707E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE202806A02t025/N10/egn10w.1707E+02,pilot,,False,r>0.9;width<=1.5,201,0.0956229385147028,61,0.925,-0.7302116877720846,0.7302116877720846,7.63636528132639,1.419417742680129,e7e3da1019b2d92d2a42e59d35030aa0ed1089ffa9b288d197bdf6a707a87d08
nstxuE202926A03t025/N9/egn09w.5572E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE202926A03t025/N9/egn09w.5572E+01,pilot,,True,r>0.9;width<=1.5,201,0.2130090174308636,53,0.95,1.0,1.0,4.694636931624598,1.495984556538854,53c0a72584ec421fb6494d47dc7922eca90899568905e47487b6f173f1b34d4c
nstxuE202926A03t025/N9/egn09w.5572E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE202926A03t025/N9/egn09w.5572E+01,pilot,,True,r>0.95;width<=2.0,201,0.2130090174308636,54,0.955,0.7990016632449208,0.7990016632449208,3.7510227166990857,1.7494115899697071,53c0a72584ec421fb6494d47dc7922eca90899568905e47487b6f173f1b34d4c
nstxuE202926A03t025/N9/egn09w.6928E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE202926A03t025/N9/egn09w.6928E+01,pilot,,True,r>0.9;width<=1.5 | r>0.95;width<=2.0,201,0.23224283204067783,56,0.96,0.7931463920810898,0.7931463920810898,3.4151598355559516,1.4832385033415552,c44d04f79d300941f6ea3c4d5e18aede87221e43271c53e5acc12e5c2ebf5568
nstxuE202926A03t025/N10/egn10w.7372E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE202926A03t025/N10/egn10w.7372E+01,pilot,,True,r>0.9;width<=1.5,201,0.19550349228911357,59,0.95,0.8242114009067107,0.8242114009067107,4.215839785040025,1.4666879813744815,7f625f1fd77ab903a11d05ab8b3b3ea31fff69e2822a05a797a2af5b2297eaa3
nstxuE202944A02t021/N7/egn07w.1180E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE202944A02t021/N7/egn07w.1180E+02,pilot,,True,r>0.9;width<=1.5 | r>0.95;width<=2.0,201,0.21373460551616685,52,0.955,-0.8521588049898169,0.8521588049898169,3.9869950068771605,1.4448702579870298,c0664a6e6ea4c22bc19c2ebebe9912ecd838e2c917a1562d7938fafb350ae0d8
nstxuE202947A03t015/N9/egn09w.1394E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE202947A03t015/N9/egn09w.1394E+01,pilot,,True,r>0.9;width<=1.5,201,0.24169730714054638,88,0.935,1.0,1.0,4.137406460298304,1.4648835168904695,50f19abbf4bb5f40ade8c6ba1ad93753eb84f2b4f33bb7751f3560556cadcd2c
nstxuE203262A04t018/N4/egn04w.6916E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203262A04t018/N4/egn04w.6916E+01,pilot,,False,r>0.95;width<=2.0,201,0.2293573146508286,44,0.955,0.8657116447073419,0.8657116447073419,3.7745107280545773,1.6442084588726091,b4e2178d45a8ddd42da33d6703fcdd5a54253bb32d2b03b150c38349edbe4e0e
nstxuE203262A04t018/N6/egn06w.1174E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203262A04t018/N6/egn06w.1174E+02,pilot,,False,r>0.9;width<=1.5,201,0.2202141325185519,60,0.94,-0.9242953046336294,0.9242953046336294,4.197256979207555,1.4922168882317566,248d4aaf99f0519ade09197385b7799087d465e002d640ce167d213cd58586c7
nstxuE203262A04t018/N7/egn07w.9333E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203262A04t018/N7/egn07w.9333E+01,pilot,,False,r>0.9;width<=1.5,201,0.011156922698695795,63,0.92,0.8244653787868365,0.8244653787868365,73.89720275495084,1.4797798003436835,fa60d5c4afe81f8cd2f860d212fcd7ee0ccb98b4b58341b342321a91a730b96c
nstxuE203262A04t018/N7/egn07w.1117E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203262A04t018/N7/egn07w.1117E+02,pilot,,False,r>0.9;width<=1.5,201,0.025533007617153415,63,0.92,-0.7864391434070366,0.7864391434070366,30.800881556887028,1.491777071829703,a3dce3b05790c004fe526d5048a5e2b79a9c64c846a23c4ea7084c12204ed114
nstxuE203262A04t018/N8/egn08w.9514E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203262A04t018/N8/egn08w.9514E+01,pilot,,False,r>0.9;width<=1.5,201,0.0017916804387761328,67,0.905,0.9558686489104061,0.9558686489104061,533.5039821963699,1.4700845747107394,2c7106f5008352a32f971c284e63e9f114c715f2899d285f27b24651a9dcdb64
nstxuE203262A04t018/N9/egn09w.1388E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203262A04t018/N9/egn09w.1388E+02,pilot,,False,r>0.9;width<=1.5,201,0.001335299558332906,77,0.91,-0.8104694527374289,0.8104694527374289,606.9570289900217,1.4104212222303847,45576ecf1369fd8341f8baed3f52f870f218fe8f68d72fd07aa3dfa1b062bee7
nstxuE203262A04t018/N10/egn10w.1586E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203262A04t018/N10/egn10w.1586E+02,pilot,,False,r>0.9;width<=1.5,201,0.0017204788099280392,84,0.905,-0.7183346883090527,0.7183346883090527,417.5202183042857,1.3414511486275815,708f95cde75b944a89062257a1fabab0af3ea52f3a388fa0c37e21d48a2a6390
nstxuE203653A02t025/N7/egn07w.2927E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203653A02t025/N7/egn07w.2927E+02,pilot,,True,r>0.9;width<=1.5,201,0.15666179547965947,45,0.94,0.8228474788004855,0.8228474788004855,5.252381260415987,1.4722111344726452,2829861a812799625deac1d88837346ffe1e84c3d5535d6a416a64ad5ed7c4e6
nstxuE203655F01t025/N2/egn02w.2035E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203655F01t025/N2/egn02w.2035E+02,pilot,,True,r>0.9;width<=1.5 | r>0.95;width<=2.0,201,0.23218303786569694,15,0.965,1.0,1.0,4.30694683467117,1.163303550793171,16b3faf400137c2c0739f851d902a23aae99a00a16abafe104b9e53b1f84c1ad
nstxuE203655F01t025/N2/egn02w.2035E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203655F01t025/N2/egn02w.2035E+02,pilot,,True,r>0.97;width<=1.5 | r>0.97;width<=2.0,201,0.23218303786569694,17,0.975,0.7878817731637853,0.7878817731637853,3.3933649090228744,1.44569145031348,16b3faf400137c2c0739f851d902a23aae99a00a16abafe104b9e53b1f84c1ad
nstxuE203655F01t025/N4/egn04w.1417E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203655F01t025/N4/egn04w.1417E+02,pilot,,True,r>0.95;width<=2.0,201,0.31114582820674297,30,0.965,0.951997474062215,0.951997474062215,3.059650452487037,1.6688639287190998,67fe86d7ad7ed892b053ca85a33d04d418d04892dabcd825f310368c42c1bb12
nstxuE203655F01t025/N6/egn06w.1881E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203655F01t025/N6/egn06w.1881E+02,pilot,,True,r>0.9;width<=1.5 | r>0.95;width<=2.0,201,0.13133955564971178,41,0.955,-0.8206888816959443,0.8206888816959443,6.248604067800843,1.4127040353859588,e239d51caeff16da3b6c687d27ed797765fb89f00b6d76e5a074f201315ad4fa
nstxuE203655F01t025/N6/egn06w.2068E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203655F01t025/N6/egn06w.2068E+02,pilot,,True,r>0.9;width<=1.5 | r>0.95;width<=2.0,201,0.20299538414247398,43,0.96,0.7885164423017126,0.7885164423017126,3.8844057742134956,1.3524806656711075,191c515f7ed03ace50fa132f0bbca3f593b9eb3e12812c22f809f1b483df588c
nstxuE203655F01t025/N8/egn08w.2404E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203655F01t025/N8/egn08w.2404E+02,pilot,,True,r>0.9;width<=1.5 | r>0.95;width<=2.0,201,0.22827167002962748,57,0.96,0.7741885075537864,0.7741885075537864,3.3915225111083833,1.2733036341302517,ad2e97696cfb65b4a1d6260fe584e2ff4dc1966093fee24a2759dbd01d846b76
nstxuE203655F01t025/N9/egn09w.2042E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203655F01t025/N9/egn09w.2042E+02,pilot,,True,r>0.9;width<=1.5,201,0.015135372552989032,50,0.925,-0.8194685827740965,0.8194685827740965,54.14261062323587,1.4970698985852238,d17440faab5092abef49e4a2f88eeb59f8323c80560a5f80427331487fd81723
nstxuE203655F01t025/N9/egn09w.2233E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203655F01t025/N9/egn09w.2233E+02,pilot,,True,r>0.9;width<=1.5,201,0.016238268930032242,50,0.925,-0.7790601982069005,0.7790601982069005,47.97680107182174,1.477089067913906,28768f2783ecb38e94c5ee8e4964d7b1039810244fc13f2d26c587b519562713
nstxuE203655F01t025/N9/egn09w.3416E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203655F01t025/N9/egn09w.3416E+02,pilot,,True,r>0.9;width<=1.5,201,0.1291463681697817,53,0.935,0.9357894381936117,0.9357894381936117,7.245960157109337,1.4923174965501218,5f3a3682eda26d357da31526e86211253edcd56c7f517694fd8642ab990de9d5
nstxuE204186A01t020/N4/egn04w.1164E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204186A01t020/N4/egn04w.1164E+02,pilot,,False,r>0.95;width<=2.0,201,0.1588159749909089,40,0.96,-0.7391304416763468,0.7391304416763468,4.6540056295889425,1.5349731730644356,8e7c36f4dc5a706521b778f727624f5c3d6664c6bb1d19e2886ecd90dcc071cb
nstxuE204186A01t020/N6/egn06w.2102E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204186A01t020/N6/egn06w.2102E+02,pilot,,False,r>0.9;width<=1.5,201,0.25293550404315146,52,0.94,0.8468030203612134,0.8468030203612134,3.3479009740631214,1.4596766314392662,f0bae64fe36ffef231359e89434b25feb1cdb0dddc4edbfd352d0db474a2493f
nstxuE204621A03t030/N10/egn10w.1709E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204621A03t030/N10/egn10w.1709E+02,pilot,,False,r>0.9;width<=1.5,201,0.02491434644259633,55,0.93,0.9425151001748281,0.9425151001748281,37.83021570910645,1.4994027493471895,5e021b2199626a7730feadc5f4f18cfb39f960b84f54b644665d6499c3e64cc4
nstxuE204636A01t020/N9/egn09w.9543E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204636A01t020/N9/egn09w.9543E+01,pilot,,True,r>0.9;width<=1.5,201,0.008153683176485984,69,0.91,-0.787707919950715,0.787707919950715,96.60761926859607,1.4796286686566518,d317a55879e4c726e551f90ebdf25fc2206e9a7f0cb75b8cdcd207ed7d471135
nstxuE204636A01t020/N10/egn10w.1090E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204636A01t020/N10/egn10w.1090E+02,pilot,,True,r>0.9;width<=1.5,201,0.0047234470972416205,75,0.905,-0.7318571628496733,0.7318571628496733,154.94132733635576,1.4405205349156347,04993dd889759abffb07386f3e501b33d9bc3e0d489b6257790e793fa80518a6
nstxuE204636A01t020/N10/egn10w.1687E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204636A01t020/N10/egn10w.1687E+02,pilot,,True,r>0.9;width<=1.5,201,0.041758026401934135,80,0.92,0.7640484686119883,0.7640484686119883,18.29704453121854,1.3976166468177675,3bd5db95d3f60dadada54b434b0eff9b8513652e71cbced9de50d1e9d7aa0354
nstxuE204645A16t015/N7/egn07w.4074E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204645A16t015/N7/egn07w.4074E+01,pilot,,False,r>0.9;width<=1.5,201,0.1206195773455601,88,0.92,-0.7282187331975711,0.7282187331975711,6.037317898331835,1.4933948355694282,1e6b62253ae21addacf6f1855335e46fdca3afd88df147618111ff19d1225e41
nstxuE204645A16t015/N7/egn07w.5063E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204645A16t015/N7/egn07w.5063E+01,pilot,,False,r>0.9;width<=1.5,201,0.19761685760075343,94,0.94,-0.7997545995504007,0.7997545995504007,4.046995834566654,1.468612074126452,55b4c96f5978b0573caafbbf922b18cb491a222dd29ea74dba80bc13b2454969
nstxuE204645A16t015/N8/egn08w.4885E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204645A16t015/N8/egn08w.4885E+01,pilot,,False,r>0.9;width<=1.5,201,0.023394855228672636,96,0.905,-0.7026694209904977,0.7026694209904977,30.035211336948517,1.4729473294231132,0c9ea28dd708738460118454aa0043b58bbbfe4e7ea5879b2afebf995b7d3c57
nstxuE204645A16t015/N8/egn08w.5187E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204645A16t015/N8/egn08w.5187E+01,pilot,,False,r>0.9;width<=1.5,201,0.0214026398503545,99,0.915,0.7837257461529388,0.7837257461529388,36.61818129131195,1.442605623648463,372e142b4cfab69cc7ebf16eb24d765d726e1aa3fb70baed6e401ebfed940ba1
nstxuE204645A16t015/N10/egn10w.7647E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204645A16t015/N10/egn10w.7647E+01,pilot,,False,r>0.9;width<=1.5,201,0.006669236019445465,120,0.905,0.7061143706547188,0.7061143706547188,105.87635054388599,1.2752810944481663,2d270fd7044a3319316438dd0fcc618a02d040c35a55bfe719c328655845262e
nstxuE204645A16t015/N10/egn10w.8871E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204645A16t015/N10/egn10w.8871E+01,pilot,,False,r>0.9;width<=1.5,201,0.01501238931628714,120,0.905,-0.9886949248378007,0.9886949248378007,65.85859878847883,1.3455152872249077,80842102c9f6dcc19fc1d2451dd6cc3a218dc739761e29b83260f47b076daed8
nstxuE204645A16t015/N10/egn10w.9138E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204645A16t015/N10/egn10w.9138E+01,pilot,,False,r>0.9;width<=1.5,201,0.01443339460171093,122,0.91,-0.8380262971956043,0.8380262971956043,58.06162169890823,1.3560806190230368,29faced3bdfbdf249f36025eb035b54dfc91000945ec912a9369b3ae1ba8efdc
nstxuE204645A16t015/N10/egn10w.9410E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204645A16t015/N10/egn10w.9410E+01,pilot,,False,r>0.9;width<=1.5,201,0.02342013386370572,122,0.91,-0.8456818076259575,0.8456818076259575,36.109179074185995,1.3580773898879572,a4e35aa8b77f9274d8dc79d68bf87ec9f8b4c3ff7bd92ffa1a16c56baa5412b8
nstxuE204645A16t015/N10/egn10w.9701E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204645A16t015/N10/egn10w.9701E+01,pilot,,False,r>0.9;width<=1.5,201,0.034835089431965456,124,0.915,-0.7857994752558104,0.7857994752558104,22.557699379257034,1.3691939475070525,73c7681e9a238ff8b90f2c7021ebf84e099b87b9597fcbb8def5b299782262ae
nstxuE204678M01t017/N7/egn07w.4222E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204678M01t017/N7/egn07w.4222E+01,pilot,,True,r>0.95;width<=2.0,201,0.2659031652102974,55,0.955,-0.9939021115850687,0.9939021115850687,3.7378348271973816,1.594068021602757,823dce73acc56539cc3cf61a5e9458345339d12447a79e907d2351993b5b5afb
nstxuE204678M01t017/N8/egn08w.4682E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204678M01t017/N8/egn08w.4682E+01,pilot,,True,r>0.9;width<=1.5,201,0.15396871848319205,60,0.945,-0.9232422011234964,0.9232422011234964,5.996297236339483,1.479097955287445,fdee959c4f304151aac14a7251a31cdd2b84132832673116e72d2a12bf368312
nstxuE204678M01t017/N10/egn10w.6946E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204678M01t017/N10/egn10w.6946E+01,pilot,,True,r>0.9;width<=1.5,201,0.10392888288616907,71,0.935,0.7325554891198438,0.7325554891198438,7.048622757950695,1.4553968157274833,58b9e577929f71f0e9dd04487ff216e9b3b2ebaee2c3c1bc515cdf78447e1a6d
nstxuE204708F03t017/N7/egn07w.1557E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204708F03t017/N7/egn07w.1557E+02,pilot,,False,r>0.9;width<=1.5,201,0.022877952327037133,73,0.915,0.7791087495492882,0.7791087495492882,34.055003630221684,1.4113761366823185,edf100ff40091ab80caa26f60c231ad552222762b59d9f4b642414e8a3d9c96b
nstxuE204944A01t017/N6/egn06w.8638E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204944A01t017/N6/egn06w.8638E+01,pilot,,False,r>0.9;width<=1.5 | r>0.95;width<=2.0,201,0.24338346828489818,63,0.955,-0.9222805843040534,0.9222805843040534,3.789413433883917,1.4541413005593418,e27dbc9fa8adc234d20f1697e0bcedc3bc87fbaa199121ef88ab6382ed5930cc
nstxuE204944A01t017/N6/egn06w.9258E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204944A01t017/N6/egn06w.9258E+01,pilot,,False,r>0.95;width<=2.0,201,0.1614257973524063,65,0.96,-0.7228007930297904,0.7228007930297904,4.477603982044174,1.5007621665044324,550bc4cfb7ebed2ec07a4844b0f17bf8b246bbeab8c52faba7cbdc3012e1241a
nstxuE204954A01t022/N8/egn08w.9430E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204954A01t022/N8/egn08w.9430E+01,pilot,,False,r>0.9;width<=1.5,201,0.10725847238366416,63,0.94,-0.7823879594096504,0.7823879594096504,7.294416394548715,1.4777970099550952,7f0d7e9d0ea04d307c4ec2a98c9c3b27016e94f318a82a7cd574e78619f0d438
nstxuE204954A01t022/N9/egn09w.9270E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204954A01t022/N9/egn09w.9270E+01,pilot,,False,r>0.9;width<=1.5,201,0.10086094869572264,66,0.925,-0.7739941634859894,0.7739941634859894,7.673873520870554,1.4940278008423125,1c7389a31406d86668feeaa708779b338f79661f724d7bd6b1043964889731a6
nstxuE204955F02t017/N7/egn07w.9755E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE204955F02t017/N7/egn07w.9755E+01,pilot,,True,r>0.9;width<=1.5,201,0.20505648238630825,75,0.93,-0.775638155594046,0.775638155594046,3.7825585739484815,1.423479542039363,e7c5e98d431a1cd1559a4055da1f59afe59603e75b7058ac18ed23687865a57f
nstxuE205017A01t025/N5/egn05w.7158E+01,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205017A01t025/N5/egn05w.7158E+01,pilot,,False,r>0.95;width<=2.0,201,0.26955746014207765,32,0.955,-0.9962138519881694,0.9962138519881694,3.695738383434417,1.615805640642476,c264165ff558a60d3c0e1cbc27eee38577c275fe79ba0b1e143476d1baca229b
nstxuE205054A01t037/N5/egn05w.2019E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205054A01t037/N5/egn05w.2019E+02,pilot,,False,r>0.9;width<=1.5,201,0.21027048442184476,17,0.91,-0.8031530911965732,0.8031530911965732,3.819618780091299,0.9394499782739985,600070e58f9493db2573f76f7c929c944fa9fc90804e0416fcbb33901e29f694
nstxuE205054A01t037/N5/egn05w.2019E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205054A01t037/N5/egn05w.2019E+02,pilot,,False,r>0.95;width<=2.0,201,0.21027048442184476,24,0.955,-0.886947255068678,0.886947255068678,4.218125323235019,1.554091602296026,600070e58f9493db2573f76f7c929c944fa9fc90804e0416fcbb33901e29f694
nstxuE205055A01t022/N9/egn09w.1348E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205055A01t022/N9/egn09w.1348E+02,pilot,,True,r>0.9;width<=1.5,201,0.03778549949698949,66,0.925,-0.7015080921290264,0.7015080921290264,18.565537083476112,1.4447263150026535,54cf093f27a5f3b2e36abd1c8e449458782ddb4d504cf9667e2153f18a3444c1
nstxuE205057A01t020/N8/egn08w.1767E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205057A01t020/N8/egn08w.1767E+02,pilot,,False,r>0.9;width<=1.5,201,0.03958046478282881,63,0.925,0.9700392973878164,0.9700392973878164,24.508031997861945,1.445872626200262,a1a76c0d68f2f1d12b87f4efb16340e3b0f1898909da1971d398d7ab8779296f
nstxuE205057A01t020/N9/egn09w.1664E+02,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205057A01t020/N9/egn09w.1664E+02,pilot,,False,r>0.9;width<=1.5,201,0.006451490317080596,67,0.915,0.7718977455859768,0.7718977455859768,119.64642394988094,1.4800334028640227,3233d0aef1ae9e218e2ad59f8c614ced38ed52534c55065b56486d8452abee87
