mode_key,label,input_fingerprint,v4_decision,v5_decision,v5_reason,new_rejection
nstx_120113/N1/egn01w.2378E+02,bad,2250b96bb1001307d3c479773285e8154d5da3bcade71600d90f80062723f35f,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N1/egn01w.2417E+02,bad,b539eaf9c272049f08cfd22f53dba8f92f64354ba7f97ba4d3b855f92335d6c8,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_120113/N1/egn01w.2456E+02,bad,cf7540d3dc9391a31d324aa37b1f9b2fcbb28bd0bd97333fbf27c0c785559e5b,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N1/egn01w.2497E+02,bad,080030ed2256f04547ea85779cd39b4c511cf6a01912304a041b24bb33d2c542,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N1/egn01w.2538E+02,bad,3a233a691fbc8d3d6307fa546f6ca01f2fda7ec9c09f25f9276173135f49c3da,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N1/egn01w.2580E+02,bad,e130fee14e0b91be07f2b7512fa6f53c51a56e6959e4071d3224e2c19db9aa94,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N1/egn01w.2623E+02,bad,6ad98d5923e868896a9a2564761d7c912964631018480a8b74b2af8076c8a31d,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N1/egn01w.2666E+02,bad,6c981d7f2b3887c7bb5ae83bb08984ad70fee9329da34ad4e8ddf2c1cccda342,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N1/egn01w.6266E+02,bad,1e414d1ee3e784223de6a0cae87f7ec16f5db39c8af18f46b9f8a1d0ac829809,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N10/egn10w.1089E+02,good,f65526643d034a5fb25e50ea19020814539e06cc8663e7e1c2ce8d37ca713778,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N10/egn10w.1224E+02,good,634349004ef8aab43a0248546a54a504ad6681876124c56478e9a6c238c30935,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N10/egn10w.1368E+02,good,555cee83c0944434194b1d7c36f9c4d4aeaf1e1abbd2ee883123529151ce886f,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N10/egn10w.1534E+02,good,a459831b9615533cdbfcf763d1261dc1753cdde57fcbeb58e3c8a6943523aa47,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N10/egn10w.2032E+02,good,adca9d7e1f2e3f54e68d5771945923618b617b04d1695893f8c997c26a2a1248,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N10/egn10w.2299E+02,good,335c0a2589102650b85f0feb59d6f0159d6808229031ea4dac7c33303a734a16,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N10/egn10w.2591E+02,good,23674b3a050916e8edba9b4d9760805b7b31a8466f29490bb6e19f7f50ce79f5,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N10/egn10w.2945E+02,good,31e2232cef7dfcccded42edab05218cb4c5259ef64b241b5500bb852834048c3,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N10/egn10w.4548E+02,bad,467361781b5dbfc3ee4ad503d3f4a4ebb49ab1959f21cec932a1f467a53ddc30,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N10/egn10w.4585E+02,bad,a8d310d10e90bbd789632097d067cc8565b922b036ab7410a2f8976665dab7ee,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N10/egn10w.4695E+02,bad,a91341bf10833da92b0588eca9db5f1e6f09cc6917d55714e867ec39f3d7ee02,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N10/egn10w.5042E+02,bad,91f3d14780af07c25e50d42761469c2ab8446020273143a27c777af11f1d2337,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N10/egn10w.5561E+02,bad,a6ffa6e89882d03b75bef4cc13716753a2ae5636415ba686be835673b7e087af,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N10/egn10w.6724E+02,bad,aea82f1097587bab72f56fe29317229c1bab1bf47ac6b11ac9479a2288be8036,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N10/egn10w.9347E+01,good,53341e308fa0bb1888e14526ecd1413e449b94dd30ab791bbfc153ea6a736be1,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N10/egn10w.9510E+01,good,3f14a8ecf135daaed5fb1f64ffeb0296cd880cc71b876865c8ba5b859c9a5e6e,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N2/egn02w.1062E+02,bad,a8af27e03e00b5a5b25619f2a44bf7b66d7bffc64e96d643986e9e8a3eaf33eb,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N2/egn02w.1088E+02,bad,16e71b0ca2b6510bd4126918d12dea93b363a4e7e7da1c6331a7709262657874,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N2/egn02w.1148E+02,good,fc8b75e33e805bf4090133a897544f9e53a8d5c76fd8c05826d69be16da01a34,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N2/egn02w.1239E+02,good,800147179b06e5c367231400ba5c7afeaee93ca6636b989a4853da8029493f9c,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N2/egn02w.1609E+02,bad,12fff3ec71f2fe7dc0c0f5c4fe254e6e48194a2477987f6bdbc516214a390b8e,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N2/egn02w.2030E+02,bad,c9f52ff348759acd477b93aa91f8932a43bce809e5d9021e29310cc5803aa1ef,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N3/egn03w.5807E+01,bad,4eda13454c52fcc43e46da15baebf56715ba09d3e57dabe1959cc4162cb3881e,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N3/egn03w.6981E+01,bad,47c36729b8c1808e16aae8f9c4959add026921070cb0dff64ac6644706ae6549,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.1052E+02,bad,36057010da0d9b56d8d335fef757dce0ddb9f6fe784c576d79078953ab5fa0ab,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.1223E+02,good,2d5c8a446f15280142b1f763d91fd5f9c419e25201c13d1a98ae65f395ae8c65,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N4/egn04w.1498E+02,good,eb57d0323bb1ff0a49ca4383f519ea68189f700374bdab89759be5cb99061c02,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N4/egn04w.2225E+02,bad,8b1bc8ad64572482408c65508e898a9b881cb7529e30291a358279dea3cbb4b4,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.2261E+02,bad,5558720d5c97f1c5aed3284c90ab19e46cdc0abc88add5c5fcd0a437bf21cf10,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.2334E+02,good,bd0039eef011586214318958b2f43fe7f55c4a24c6a7bdde420ce13071da3c0a,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N4/egn04w.2625E+02,bad,9dfd7fa4e0836ba0c2ca2f3ab56bd2ee148e1292ea52aeb9caab7dc37b3585a1,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.4455E+02,bad,e39681e167b3618fb19677aa35dbda0edcde24895c5c1e7211ec288e45d4fb13,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N4/egn04w.4463E+02,bad,c8c65e3ad8f255e8554b4b5c0cf96cf588ba3c6b65c92ad3f589dbcc913da428,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N4/egn04w.5581E+02,bad,c4b2502cd77624834291516c5003fc7de9c105ad7f708da7aeef822e8c42fcf4,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N4/egn04w.5664E+02,bad,76398376b88d21ba51e6e8e94074b91b93d770bf35478c6ea74b1263de1dcb15,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N4/egn04w.6375E+02,bad,4d8ffcba7814bdac44b46705546090fbe1451e0f76065d1ce696a68955585092,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N4/egn04w.6761E+01,bad,01ac9f29ebe161942c50a5169245c516f2c8a47c3712eabca75cd0c673b8ef70,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.8865E+01,bad,f3f01c87e4a311bd883f689fea6b89c807671942d50d602d93643b72c534f1c1,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_120113/N4/egn04w.8937E+01,bad,60915eb86f72d7ed698d8657c037f36a1173bae3aa68bd38195c2ceec0064fcf,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.8982E+01,bad,996ed3c3bcce503b0c3efd995ac2c3fe746d9bea81ec67861e02b8dee1ebfc21,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.9018E+01,bad,4ddb4e183b7e01d676a492db91a837ecf66425f8c576eb24998f8f8e1d4a7ef2,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.9059E+01,bad,f467b51797a9c122cab7aef6cfdb16e55ee7c7fddd3ce22be679840d7753eccd,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.9198E+01,bad,f5d555917a5f1df11be892978684703d18e003ad1994a9233eb53edb81e52315,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.9355E+01,bad,732f7bbc1f7997dce7c9cf9bc08496dd98be8e858618eb1d036aac54910628aa,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.9419E+01,bad,a83d741e5b86e841cf879170b4e6741b0023d100eb040958660bb548d5ee37b4,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.9542E+01,bad,81b59b93e2a0f00c23a88afd5104f7b7a6a6545d9413f852dfd9f0b94dff66e7,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N4/egn04w.9876E+01,good,5694e3cf37c485755b9656af7bf094ebe6c97ffecee691c5f10c1a48c422e205,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N5/egn05w.1009E+02,bad,64070ff27ea3e2317644eb0fc6adee87d921845fa111dd0e6c0a39ca1c764b57,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N5/egn05w.1161E+02,bad,496170a24d512edba368b4fab21bd5e4f9c7e3e516cc03227c4ddee8750eff3c,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N5/egn05w.1185E+02,bad,82cb7aae1e8e3fea6a265ea503be9d5c85743e10f426fb67c1db47f83e59daa4,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N5/egn05w.1205E+02,bad,d7b9372a8f58df99151df6ea727d537c1e136110ec7d3283b5f2801a43708bba,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N5/egn05w.1226E+02,good,1f3e0938ac51e0c224d63518109191fd118f1838723a7500dd2d49de702bb069,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N5/egn05w.1259E+02,bad,d35f870cddf1b197c2ebfe784da9f3df43cd0ba34cb77948e27a093c86ac6963,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N5/egn05w.1279E+02,bad,4f2d9c94b03c595c0db0c3b1d52d303efcc5c120e5095d4b333bd510457813bf,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N5/egn05w.1530E+02,good,8df4bbd6e38d7a8affb2167f8880345da50a22b431591972bbf0127450a26fd6,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N5/egn05w.1806E+02,good,0547a3343747ea1e984f5f348baa5209d80cccb35e888f0e0dc9eacf502ba6d9,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N5/egn05w.2829E+02,bad,6d8f4c0a1c69da9d8e6fc1430869e7baa0f4876ed900cdeb22b289771f7b303e,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N5/egn05w.3147E+02,bad,da0d4f052d65d07b1c38d4e15dbcdad2ed156d6c82aff928263c3bc1bd4ab88d,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N5/egn05w.4734E+02,bad,30d7e82b997acc15fb368a88807beef73b927001d30fe8989bb47c6275ae30c9,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N5/egn05w.4776E+02,bad,4d8dbcfffcf8f5cf4aa08c38f4a22047eaa55d96baa78ab90205b51669140448,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N5/egn05w.4796E+02,bad,f79f961d1573d90a6a5532a5d0bb0fbdae6084e57bcb845bd282dc37a9ecd32f,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N5/egn05w.5462E+02,bad,018ec8764d571d3494ddffc9ff2a0101a6ab5a8df84959145d6642c827792437,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N5/egn05w.5472E+02,bad,4cc1799784e03f4b015e91819fd6f30dbbcab5f8d49942310bcffd2def81b5eb,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N5/egn05w.5637E+02,bad,65e2699a3c00418ae33bab1ec78afe8a3ecc8b68fb577ef78775dd6b76833fbf,BAD,BAD,BAD_EDGE_SPIKE,False
nstx_120113/N5/egn05w.5774E+02,bad,43693b8a6f16308971d942cf93762e126d6292346f323128250285eac9b2588e,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N5/egn05w.9885E+01,bad,b1978533772154028a7f36569a954582606d8f4cf3f212236c63e338b774e6d8,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N6/egn06w.1055E+02,good,6f4e9542057c269cb9555f53c9edf782789df52d80fcb83142d4099f83e82c6a,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N6/egn06w.1147E+02,bad,01a004cdca292d9456559b8555fa3a77dc388a4ab9cbda08de035daa074f96c4,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N6/egn06w.1202E+02,good,b8413a79cc9eba9ebecaf4db815afc911048a45ee8f5a9aa0eaa6c476e62d107,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N6/egn06w.1418E+02,bad,3596a0b95083c4ff67af9499f93d58db805bb2996c7cd0d0b417034e7147757b,BAD,BAD,BAD_EDGE_SPIKE,False
nstx_120113/N6/egn06w.1472E+02,good,901271bf121fd966b899afaeeb6b79fb9b2dd1bdaa29b6fc64e3bc028e543999,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N6/egn06w.1484E+02,bad,f3dc263667bc33e26c466e8e21954fb563c4e2721d015ed77d38f34b9102c678,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N6/egn06w.2071E+02,good,a4d902c9e7a9afcb9288df34887d6477d604d718bfb4fc296d8e67bad74745d6,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N6/egn06w.2540E+02,bad,b7471896dc33495b79d1b436021c5da0c5846dadd2a741ccd093f116876582e0,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N6/egn06w.3039E+02,bad,4e4666fda1f8cae573be019d6c43e668a91bd0e9947d0a7f11a3abc66610847e,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_120113/N6/egn06w.5002E+02,bad,531a490aa1973b866eef1c9bd6d73fabc1f33c5398a1e73cf067f476d89f573b,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N6/egn06w.5046E+02,bad,dbced1ddea1bb350b5f58c45ae500678836aa803551ae59948b2b7c5c83c2b85,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N6/egn06w.5825E+02,bad,6d16827b7e3f7d9dae4eceb94ded2fc6eaba35871a36dfd2d8152aa204b83ac3,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N6/egn06w.8903E+01,bad,067b9d773b13686f0407b661d1cb101677f147d6b601fad4cc6c4e23af24859e,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N6/egn06w.8975E+01,bad,1f35cf8ca092dec5f2880be9fad159b073b712c39a9a548c57a17e50f7085d84,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N6/egn06w.9044E+01,bad,68985e1c18a7bbfd4d45e5c03e8c31a8c3a9edd5efd1daf882b54a8e3d09b106,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N6/egn06w.9087E+01,bad,5ae2cdae576a815535823138507c7a7ba1be6685fd13fb1898794ffaca0a4d61,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N6/egn06w.9281E+01,good,167c8c1222356f9ba3e69999c740f8c7ede0f27422e89ecbe939386f058d8cf2,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N6/egn06w.9423E+01,good,ba0cf769d4117dca1f8900f48695a733dd18a18db7c232f428be4392afb2556b,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N6/egn06w.9881E+01,bad,46b440fe429d780a119a6fb3ae0e31c3a864f9ae6a9437c7679a7ab42563915d,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N7/egn07w.1057E+02,good,78f1dfb6b58e6ef7cb33ba49c19b142d19b7da497745f50a302b704b9ad96f63,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N7/egn07w.1117E+02,bad,49295924a4c05b89d7b439e6f380b9246c5b280f2de229340dcee8367df05e61,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N7/egn07w.1121E+02,bad,78fbff6f42c7e05039c25bdc6a92ed3f3f941758f00d67a59f45379234f1686f,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N7/egn07w.1130E+02,bad,4abaf61234ddfff00ba9b328f1478b80fd404bc2fbca8108cde7b352fbccff30,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N7/egn07w.1146E+02,bad,6570a9032542782f514215f375ac16a0cbf1610c07d66c9163e1dfbe8ef6d095,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N7/egn07w.1162E+02,bad,efe1d72c11eb0672761f473f3c5f8db6cb387927a1a4a8004166b65ba34c602f,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N7/egn07w.1187E+02,good,781cca5c2e77895261aa2c47b6fcd70a4346261b953a025cd19d6cdfdaef0b2e,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N7/egn07w.1216E+02,bad,7d0c7727f04f7768f2263066058edf788912c851c452289f41672a4028599a9e,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N7/egn07w.1639E+02,good,81d07dec1b4035757bbed6610b72fcb9147cebaf380c78662ca6f06b9b0f29a0,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N7/egn07w.1976E+02,good,aad434d1dc188255dee5888722dde1f95f3f606eb0d6ae82958cc8c799fe2b5d,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N7/egn07w.2630E+02,bad,08722db9985c2b61a574410970f8d4f1f8649578d49e9284ad13ad65aa1ad89f,REVIEW,BAD,BAD_CONTINUUM_CROSSING_TAIL,True
nstx_120113/N7/egn07w.3192E+02,bad,b46367768c82ec6eb45067e1e1805d383386d7609bd2417e319adbab2874b9f7,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N7/egn07w.4543E+02,bad,24705038347c4547db103daaba6e6f5722b426aaf3b6cbd190b7c6438e0f5ddc,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N7/egn07w.4562E+02,bad,4c6440412d7632dfcf9fb208cb8086e3213d1f61d34030bb95a6f1a5f4cc8f11,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N7/egn07w.4985E+02,bad,7378147afb59bfa9f2eeba5a2fb8c7a403f76ca5e0c4024e54be9b8bda1d301d,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N7/egn07w.5141E+02,bad,20b97ae01f26799ee11a03e3cbe49b5350b6547d7f401533d70ccbecb375a1a0,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N7/egn07w.5154E+02,bad,8b55b111696dd797205254435ed772145ad49526a2039d64a95522eb37e3870f,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N7/egn07w.5162E+02,bad,52e8ab291dc8ccf8ff357c3a14bf61034a346909feadf8e5bb695c2f2fa1fe9e,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N7/egn07w.5193E+02,bad,6b26b661c7e52f3f0867f23fa97c8b88686a3b4eca829bece5922b2f56c49401,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N7/egn07w.5230E+02,bad,d87bd196ef8692e1ad54f50e1dc6b6dde36fa514379e1e9813f142f467ef7f7e,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N7/egn07w.6041E+01,bad,7cccd94955c72f14cf8470e26c629960471f10ff679f23f7a0908ffbf350e26a,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_120113/N7/egn07w.6461E+02,bad,6a21eb4dcccb616f90d99d368d5339db6c7098b0aae9536d34eecde0cf58b6d7,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_120113/N8/egn08w.1032E+02,good,a968ab9f9d934ec5d3f8c4b9d1f9f427bbacb36983fdd7a5e1765608ab0fd18d,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_120113/N8/egn08w.1172E+02,good,ea47c32ffd45cf7dc54d0e71cc01ad7d92c16718346ca669ec2eb7512d258636,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
