path,label,cohort,mode_key,training_label,baseline_decision,baseline_reason,input_fingerprint,status,error,r_start,r_end,n_qualifying,hf_total_fraction,hf_top2_ratio,hf_window_fraction,effective_length,fires,minimum_cut_ratio,candidate,n_firing_windows,n_scanned_windows,native_dr,actual_window_dr,nr,nhar,global_reference,top2_energy_share,top2_harmonic_indices,candidate_total_reference,gap_region,shot,baseline_config
nstxuG142301W29/N4/egn04w.2381E+02,bad,training,nstxuG142301W29/N4/egn04w.2381E+02,bad,BAD,BAD_GRID_SCALE_SPIKE,b0094f77ef5d47d58999fd08a3fe98e10549e4fb1406d4c4b16f2bc81de0119e,MEASURED,,0.9400000000000001,0.99,8,0.01742032300485849,0.044671871206901755,0.1514756898435957,0.03722891434558013,True,1.2409638115193378,True,4,191,0.005,0.05,201,44,top2,0.3899617932764605,"[5, 6]",True,,,
nstxuG142301W29/N4/egn04w.2875E+02,bad,training,nstxuG142301W29/N4/egn04w.2875E+02,bad,BAD,BAD_AXIS_SPIKE,6e9f3dc21e5907c4936d583a2556bbd8dfd087a40e48199e977c76c2fc8c6fab,MEASURED,,0.9400000000000001,0.99,9,0.02357872974732617,0.05345806512995997,0.17182390388608063,0.04217151185550273,True,1.4057170618500912,True,7,191,0.005,0.05,201,44,top2,0.44106964384148156,"[6, 4]",True,,,
nstxuG142301W29/N4/egn04w.2886E+02,bad,training,nstxuG142301W29/N4/egn04w.2886E+02,bad,BAD,BAD_AXIS_SPIKE,399a10e5fb0bfe3d7aa32d9fdf6e54ea4a6c0f0d6c108f22669cec31cb38eaf8,MEASURED,,0.9400000000000001,0.99,9,0.015988281684424226,0.0331197717824472,0.1554073828193751,0.04166006954217787,True,1.3886689847392626,True,7,191,0.005,0.05,201,44,top2,0.48274129995357296,"[6, 4]",True,,,
nstxuG142301W29/N5/egn05w.1479E+02,bad,training,nstxuG142301W29/N5/egn05w.1479E+02,bad,BAD,BAD_AXIS_SPIKE,516efa20dbe0466cf72741150e0768055f98ad7b887527364fd8405f6e97e223,MEASURED,,0.9400000000000001,0.99,8,0.015558301630357794,0.18569134668374834,0.07106770489254562,0.035632691840135663,True,1.1877563946711889,True,4,191,0.005,0.05,201,54,top2,0.08378581936214399,"[31, 30]",True,,,
nstxuG142301W29/N8/egn08w.1488E+02,bad,training,nstxuG142301W29/N8/egn08w.1488E+02,bad,BAD,BAD_GRID_SCALE_SPIKE,c13abc843a443d238eece98e4ac2a4a42ffeba5962ce12e844d704f2e3d326c7,MEASURED,,0.93,0.98,9,0.00734806312679557,0.00886813884884324,0.1322718707925616,0.03726032554429664,True,1.2420108514765547,True,6,191,0.005,0.05,201,84,top2,0.8285913484264008,"[12, 13]",True,,,
nstxuG142301W29/N10/egn10w.1779E+02,bad,training,nstxuG142301W29/N10/egn10w.1779E+02,bad,BAD,BAD_CONTINUUM_CROSSING_TAIL,3814aa75da4b28601a250485e03fca28d2cf616646fff073d9b809c2e86097ac,MEASURED,,0.9400000000000001,0.99,9,0.01138531020355903,0.013624972257485773,0.25542954803094237,0.03303903654365489,True,1.1013012181218298,True,3,191,0.005,0.05,201,101,top2,0.8356207989563987,"[15, 14]",True,,,
nstx_135388/N10/egn10w.1104E+03,bad,training,nstx_135388/N10/egn10w.1104E+03,bad,BAD,BAD_AXIS_SPIKE,1fe5d5242deee0d4699f43b64c4748f79d9aacc0a62da9a9cbff60ea8f10d46e,MEASURED,,0.9500000000000001,1.0,8,0.0065589727925929545,0.06967395790187464,0.06207056406660029,0.03180774351297669,True,1.060258117099223,True,1,191,0.005,0.05,201,151,top2,0.09413808243576872,"[16, 19]",True,,,
nstx_135388/N10/egn10w.6074E+02,,training,nstx_135388/N10/egn10w.6074E+02,bad,ROUTED_EAE,ROUTED_EAE,150bd1d11fee0c78743cfacabd3e3361cd252ef7d67ce5a663e650556fead733,MEASURED,,0.935,0.985,9,0.008054755582200325,0.011632227847867339,0.1607607223355643,0.03310611882290011,True,1.1035372940966706,True,4,191,0.005,0.05,201,151,top2,0.69245166854921,"[16, 18]",True,,,
nstxuG133964S31/N5/egn05w.1718E+02,bad,training,nstxuG133964S31/N5/egn05w.1718E+02,bad,BAD,BAD_AXIS_SPIKE,845276acac12f33cd25a7af69116c1dc3522bef91f91d5ef054fe602ce793ccd,MEASURED,,0.935,0.985,9,0.007598556887853433,0.02481079470652544,0.12369757728112354,0.03820955517401626,True,1.2736518391338754,True,7,191,0.005,0.05,201,101,top2,0.3062601169262406,"[18, 17]",True,,,
nstxuG133964S31/N6/egn06w.1749E+02,bad,training,nstxuG133964S31/N6/egn06w.1749E+02,bad,BAD,BAD_GRID_SCALE_SPIKE,8de33eb5224941b434057b5f6b8569da4fbe866d3d4cfd950219295bdf3c28e6,MEASURED,,0.93,0.98,9,0.009118621259120612,0.02476886749388665,0.09063735711458511,0.037610199898533765,True,1.2536733299511256,True,6,191,0.005,0.05,201,101,top2,0.36814849372387465,"[21, 22]",True,,,
nstxuG133964S31/N6/egn06w.1768E+02,bad,training,nstxuG133964S31/N6/egn06w.1768E+02,bad,BAD,BAD_GRID_SCALE_SPIKE,d397edec226068ff061b82765fb34b610be77f70d143b2caade82c4dc062157e,MEASURED,,0.93,0.98,9,0.009627964531785198,0.02696960584598981,0.09212157124903318,0.037565045349876945,True,1.2521681783292316,True,7,191,0.005,0.05,201,101,top2,0.35699314950191635,"[22, 21]",True,,,
nstxuG133964S31/N8/egn08w.1084E+02,bad,training,nstxuG133964S31/N8/egn08w.1084E+02,bad,BAD,BAD_AXIS_SPIKE,f7e7d333d255f611988609611d66229e24b98ea852e53e96cc79e9616081fa13,MEASURED,,0.0,0.05,8,0.12998704021175383,0.6872738029906099,0.4402654472696313,0.03239745864762844,True,1.0799152882542815,True,1,191,0.005,0.05,201,101,top2,0.1891342862860871,"[59, 60]",True,,,
nstxuG133964S31/N8/egn08w.1086E+02,bad,training,nstxuG133964S31/N8/egn08w.1086E+02,bad,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,694bf70ee97e51b893fa3365fa9e7b40a7124dd54aeb7ae7199261df28776075,MEASURED,,0.0,0.05,8,0.01682314929283477,0.061371456421168744,0.4412284146018384,0.03242010816136956,True,1.080670272045652,True,1,191,0.005,0.05,201,101,top2,0.27412009220351485,"[58, 61]",True,,,
nstxuG142301Y93/N5/egn05w.1008E+02,bad,training,nstxuG142301Y93/N5/egn05w.1008E+02,bad,BAD,BAD_CONT_CROSS_WINDOW,6d591dd265ea2280340541b31299c5f21abfd438a6322c0817ab285f6ded403e,MEASURED,,0.9500000000000001,1.0,8,0.0024515849015229194,0.010957955492993658,0.06574291189587798,0.035273365118795044,True,1.1757788372931681,True,3,191,0.005,0.05,201,64,top2,0.22372648831165848,"[13, 14]",False,,,
nstxuG142301Y93/N5/egn05w.1074E+02,bad,training,nstxuG142301Y93/N5/egn05w.1074E+02,bad,BAD,BAD_CONT_CROSS_WINDOW,b64d3c5c12f28e1b3f59b3f796d9ea683d494c4a58e2a8f7616ba721c9d968ea,MEASURED,,0.9400000000000001,0.99,9,0.0031003610787108346,0.013842458165205485,0.07379472366761185,0.03930339051578164,True,1.3101130171927213,True,5,191,0.005,0.05,201,64,top2,0.22397474796087355,"[12, 13]",False,,,
nstxuG142301Y93/N5/egn05w.8770E+01,bad,training,nstxuG142301Y93/N5/egn05w.8770E+01,bad,BAD,BAD_CONT_CROSS_WINDOW,8a0065dfdd5860a626a5b353034e3e2d53dd819adece4279cfbfbe065c72b6ad,MEASURED,,0.9500000000000001,1.0,8,0.003956828106876155,0.03887691544964186,0.05351021024363462,0.03608231575948499,True,1.0702042048726923,True,1,191,0.005,0.05,201,64,top2,0.10177834483812181,"[13, 19]",False,,,
nstxuG142301Y93/N5/egn05w.8989E+01,bad,training,nstxuG142301Y93/N5/egn05w.8989E+01,bad,BAD,BAD_CONT_CROSS_WINDOW,7488fa4000b92be076c8dd73664ff22a239f798a72405e1b56909d4f83599662,MEASURED,,0.9500000000000001,1.0,8,0.0033554220348747388,0.0270829813468306,0.05092729825953096,0.036209091172184404,True,1.0185459651906192,True,1,191,0.005,0.05,201,64,top2,0.12389411608361976,"[17, 18]",False,,,
nstxuG142301Y93/N5/egn05w.9138E+01,bad,training,nstxuG142301Y93/N5/egn05w.9138E+01,bad,BAD,BAD_CONT_CROSS_WINDOW,9428efb801fd1dabbc349f2a43fc9fb06ff2b5c43e17d58e13df1c6ae2a48fb8,MEASURED,,0.9500000000000001,1.0,8,0.003112132222030238,0.0230315046390593,0.051421819281681304,0.03612975690193612,True,1.028436385633626,True,1,191,0.005,0.05,201,64,top2,0.13512500684615933,"[16, 15]",False,,,
nstxuG142301Y93/N5/egn05w.9261E+01,bad,training,nstxuG142301Y93/N5/egn05w.9261E+01,bad,BAD,BAD_CONT_CROSS_WINDOW,ef5b3d725981286ca666edbeffeb2a4bdd1f749b2716cd2e97917a9bd0f9eed3,MEASURED,,0.9500000000000001,1.0,8,0.0030414923253335125,0.02164013089148537,0.05314598999073039,0.03597464597269645,True,1.0629197998146078,True,1,191,0.005,0.05,201,64,top2,0.14054870280522347,"[15, 16]",False,,,
nstxuG142301Y93/N5/egn05w.9420E+01,bad,training,nstxuG142301Y93/N5/egn05w.9420E+01,bad,BAD,BAD_CONT_CROSS_WINDOW,d559b9c33016a59471e2a66c5692b3bb5bdb02f69cb50277faaa6ff919d8e901,MEASURED,,0.9500000000000001,1.0,8,0.002747192112168879,0.01661631802464663,0.05408989290184234,0.035860310449024144,True,1.0817978580368466,True,1,191,0.005,0.05,201,64,top2,0.16533097814413683,"[14, 15]",False,,,
nstxuG142301Y93/N5/egn05w.9855E+01,bad,training,nstxuG142301Y93/N5/egn05w.9855E+01,bad,BAD,BAD_CONT_CROSS_WINDOW,2da0c6dc995a74f7f00e56739af8607c98534742f5827b82ce6e72a06cbd0bb6,MEASURED,,0.9500000000000001,1.0,8,0.002377529344353375,0.010852797959769836,0.05872099564434411,0.03551956928999628,True,1.1744199128868822,True,3,191,0.005,0.05,201,64,top2,0.21907063534828738,"[13, 14]",False,,,
nstxuG142301Y93/N7/egn07w.1428E+02,bad,training,nstxuG142301Y93/N7/egn07w.1428E+02,bad,BAD,BAD_GRID_SCALE_SPIKE,bbf64ee621f892ddab9958e5740762edfb70dfffaf33530d3058f67ac975730f,MEASURED,,0.925,0.975,7,0.01999946782180088,0.1998331455031493,0.10133500714460987,0.030824785177360467,True,1.0274928392453488,True,3,191,0.005,0.05,201,88,top2,0.10008083379484059,"[20, 13]",True,,,
nstxuG142301Y93/N9/egn09w.1281E+02,bad,training,nstxuG142301Y93/N9/egn09w.1281E+02,bad,BAD,BAD_GRID_SCALE_PACKET,a97e8680190748ca1d2db9e23da03b038b3695eba2fba34577b02427e038d0a6,MEASURED,,0.92,0.97,8,0.001996061353138991,0.014515267018751837,0.08002784021311868,0.03622845800567204,True,1.2076152668557347,True,9,191,0.005,0.05,201,101,top2,0.13751461482316096,"[17, 21]",False,,,
nstxuG142301Y93/N9/egn09w.8765E+01,bad,training,nstxuG142301Y93/N9/egn09w.8765E+01,bad,BAD,BAD_CONT_CROSS_WINDOW,f83ca225445c900894f3a506d72d42f5e5925e05d916a471cfcc402ab7ff8d22,MEASURED,,0.92,0.97,8,0.0012744092081453352,0.006973739822944955,0.06353588382466203,0.03490806047864853,True,1.163602015954951,True,4,191,0.005,0.05,201,101,top2,0.18274401404426963,"[23, 30]",False,,,
nstxuG142301Y93/N9/egn09w.9404E+01,bad,training,nstxuG142301Y93/N9/egn09w.9404E+01,bad,BAD,BAD_CONT_CROSS_WINDOW,a6300aeed3329f94c341841f6abc3a7acad9afbef0f3a0072956220ab0105df1,MEASURED,,0.92,0.97,9,0.002544348480594879,0.017049072171737803,0.07011333563401166,0.04301104380065827,True,1.402266712680233,True,15,191,0.005,0.05,201,101,top2,0.14923677106679378,"[31, 32]",False,,,
